id,headline,url,source,source_type,author,published_at,section,collection_method,scraped_at,feed_url
fb1148ac3df4180e,"Yo no quería irme"": director del SII sincera que se ""despreocupó"" por polémica de contribuciones",https://www.biobiochile.cl/noticias/economia/actualidad-economica/2025/07/21/yo-no-queria-irme-director-del-sii-reconoce-que-se-despreocupo-por-polemica-de-contribuciones.shtml,BioBioChile,nacional,Franco López,2025-07-21T17:49:07-04:00,actualidad-economica,sitemap_article,2026-04-18T22:33:22.717980+00:00,
e9dc9e3df52b1e02,Nicolás Jarry vs Van de Zandschulp en el ATP de Kitzbuhel: Cuándo juegan y a qué hora es el partido,https://www.biobiochile.cl/noticias/servicios/toma-nota/2025/07/21/nicolas-jarry-vs-van-de-zandschulp-en-el-atp-de-kitzbuhel-cuando-juegan-y-a-que-hora-es-el-partido.shtml,BioBioChile,nacional,Jeser Lara,2025-07-21T17:57:28-04:00,toma-nota,sitemap_article,2026-04-18T22:33:21.751734+00:00,
0594cdb31a357485,Finanzas en fácil: qué es la tasa de interés y cómo te afecta cuando sube o baja,https://www.biobiochile.cl/noticias/servicios/explicado/2025/07/21/finanzas-en-facil-que-es-la-tasa-de-interes-y-como-te-afecta-cuando-sube-o-baja.shtml,BioBioChile,nacional,Nicolás Díaz,2025-07-21T17:59:25-04:00,explicado,sitemap_article,2026-04-18T22:33:21.233146+00:00,
3e3da9ffef95823e,"Hemos seguido avanzando"": Chile sigue en carrera por los JJOO 2036 y sueña con hacer historia",https://www.biobiochile.cl/noticias/deportes/mas-deportes/2025/07/21/hemos-seguido-avanzando-chile-sigue-en-carrera-por-los-jjoo-2036-y-suena-con-hacer-historia.shtml,BioBioChile,nacional,Jaime Zavala,2025-07-21T17:59:29-04:00,mas-deportes,sitemap_article,2026-04-18T22:33:20.684704+00:00,
8be592295f71851b,Racismo en plena Eurocopa: jugadora inglesa Jess Carter denuncia insultos y se retira de las Redes,https://www.biobiochile.cl/noticias/deportes/futbol-internacional/notas-futbol-internacional/2025/07/21/racismo-en-plena-eurocopa-jugadora-inglesa-jess-carter-denuncia-insultos-y-se-retira-de-las-redes.shtml,BioBioChile,nacional,Pablo Velozo,2025-07-21T18:00:16-04:00,notas-futbol-internacional,sitemap_article,2026-04-18T22:33:19.673780+00:00,
d77b5f2a2a11f5a4,"Exsocio de ’Huevo’ Fuenzalida expuso traición del animador: inscribió ""El Filtrador"" a su nombre",https://www.biobiochile.cl/noticias/espectaculos-y-tv/notas-espectaculos-tv/2025/07/21/exsocio-de-huevo-fuenzalida-expuso-traicion-del-animador-inscribio-el-filtrador-a-su-nombre.shtml,BioBioChile,nacional,Constanza Bello Caipillán,2025-07-21T18:00:39-04:00,notas-espectaculos-tv,sitemap_article,2026-04-18T22:33:20.239296+00:00,
d02b69aa1446057e,Municipio de Concepción logra autorización de dueños para ingresar a nave central del Mercado,https://www.biobiochile.cl/noticias/nacional/region-del-bio-bio/2025/07/21/municipio-de-concepcion-logra-autorizacion-de-duenos-para-ingresar-a-nave-central-del-mercado.shtml,BioBioChile,nacional,Samuel Fuentes,2025-07-21T18:06:33-04:00,region-del-bio-bio,sitemap_article,2026-04-18T22:33:19.173449+00:00,
db7ffd003f2e6424,"Diputado Leal critica demora en informe de licencias médicas: ""La Cámara tiene que dar el ejemplo",https://www.biobiochile.cl/biobiotv/programas/podria-ser-peor/2025/07/21/diputado-leal-critica-demora-en-informe-de-licencias-medicas-la-camara-tiene-que-dar-el-ejemplo.shtml,BioBioChile,nacional,Isabel Hodge,2025-07-21T18:25:08-04:00,podria-ser-peor-group-programas,sitemap_article,2026-04-18T22:33:18.282357+00:00,
144506fc1861712c,Viajeros en serie: Arturo Ruiz-Tagle,https://www.biobiochile.cl/biobiotv/programas//2025/07/21/viajeros-en-serie-arturo-ruiz-tagle.shtml,BioBioChile,nacional,Gabriela Pulgar,2025-07-21T18:29:11-04:00,viajeros-en-serie,sitemap_article,2026-04-18T22:33:18.545341+00:00,
72c0a33a7bb1ee66,Carabineros frustró intento de parricidio: Hombre apuñaló a su hijo de cuatro años en Puente Alto,https://www.biobiochile.cl/noticias/nacional/region-metropolitana/2025/07/21/carabineros-frustro-intento-de-parricidio-hombre-apunalo-a-su-hijo-de-cuatro-anos-en-puente-alto.shtml,BioBioChile,nacional,Fernanda Castillo,2025-07-21T18:36:32-04:00,region-metropolitana,sitemap_article,2026-04-18T22:33:18.035357+00:00,
9419e4b9b496268d,"El emocionante mural que homenajea a Diogo Jota en Liverpool: ""Conmovió a gente más alla del fútbol",https://www.biobiochile.cl/noticias/deportes/futbol-internacional/notas-futbol-internacional/2025/07/21/el-emocionante-mural-que-homenajea-a-diogo-jota-en-liverpool-conmovio-a-gente-mas-alla-del-futbol.shtml,BioBioChile,nacional,Jaime Zavala,2025-07-21T18:36:36-04:00,notas-futbol-internacional,sitemap_article,2026-04-18T22:33:15.897493+00:00,
9c246f7df0755b47,"Anne Hathaway revive a la icónica Andy Sachs con primer vistazo de ""El diablo viste a la moda 2",https://www.biobiochile.cl/noticias/espectaculos-y-tv/cine-y-series/2025/07/21/anne-hathaway-revive-a-la-iconica-andy-sachs-con-primer-vistazo-de-el-diablo-viste-a-la-moda-2.shtml,BioBioChile,nacional,Sara Jerez,2025-07-21T18:40:32-04:00,cine-y-series,sitemap_article,2026-04-18T22:33:17.472799+00:00,
233df4ac25ad18a7,"Hijo de Julio Jung revela el actual estado de salud de su padre: ""se ha ido deteriorando poco a poco",https://www.biobiochile.cl/noticias/espectaculos-y-tv/notas-espectaculos-tv/2025/07/21/hijo-de-julio-jung-revela-el-actual-estado-de-salud-de-su-padre-mentalmente-se-ha-ido-deteriorando.shtml,BioBioChile,nacional,Valentina Espinoza Poblete,2025-07-21T18:46:46-04:00,notas-espectaculos-tv,sitemap_article,2026-04-18T22:33:16.923768+00:00,
9598558ff6d8c67b,"Oposición tacha de ""insuficiente"" la pausa del reavalúo de propiedades y UDI pide que sea hasta 2029",https://www.biobiochile.cl/noticias/nacional/chile/2025/07/21/oposicion-tacha-de-insuficiente-la-pausa-del-reavaluo-de-propiedades-y-udi-pide-que-sea-hasta-2029.shtml,BioBioChile,nacional,Samuel Fuentes,2025-07-21T18:47:03-04:00,chile,sitemap_article,2026-04-18T22:33:16.417470+00:00,
4cd1709009b350bf,"Pifias, insultos y lesión: Carlos Palacios no levanta cabeza y ahora es baja en Boca Juniors",https://www.biobiochile.cl/noticias/deportes/futbol-internacional/chilenos-en-el-exterior/2025/07/21/pifias-insultos-y-lesion-carlos-palacios-no-levanta-cabeza-y-ahora-es-baja-en-boca-juniors.shtml,BioBioChile,nacional,Pablo Velozo,2025-07-21T18:48:48-04:00,chilenos-en-el-exterior,sitemap_article,2026-04-18T22:33:15.455372+00:00,
a9fb27da619c249d,Causa y Efecto | Cumbre de presidentes de izquierda: una miopía en la reafirmación de la democracia,https://www.biobiochile.cl/biobiotv/programas/causa-y-efecto/2025/07/21/causa-y-efecto-cumbre-de-presidentes-de-izquierda-una-miopia-en-la-reafirmacion-de-la-democracia.shtml,BioBioChile,nacional,Isabel Hodge,2025-07-21T18:50:23-04:00,causa-y-efecto,sitemap_article,2026-04-18T22:33:14.849196+00:00,
c6acad44532a2002,"Entre broma y broma la verdad se asoma: Marlen Olivari le dijo a Daúd Gazale que es lo ""más machista",https://www.biobiochile.cl/noticias/dopamina/2025/07/21/entre-broma-y-broma-la-verdad-se-asoma-marlen-olivari-le-dijo-a-daud-gazale-que-es-lo-mas-machista.shtml,BioBioChile,nacional,Constanza Bello Caipillán,2025-07-21T18:52:14-04:00,dopamina,sitemap_article,2026-04-18T22:33:14.604972+00:00,
f74746e81e988315,Condenan a excarabinero de La Ligua por cohecho: le pidió a conductor particular pago de $700 mil,https://www.biobiochile.cl/noticias/nacional/region-de-valparaiso/2025/07/21/condenan-a-excarabinero-de-la-ligua-por-cohecho-le-pidio-a-conductor-particular-pago-de-700-mil.shtml,BioBioChile,nacional,Camila Muñoz Gonzalez,2025-07-21T18:55:42-04:00,region-de-valparaiso,sitemap_article,2026-04-18T22:33:14.282263+00:00,
d830e3ae30cd0f6f,"Valor de las contribuciones se han acelerado pero los sueldos se ""quedan atrás"", según análisis",https://www.biobiochile.cl/noticias/economia/actualidad-economica/2025/07/21/valor-de-las-contribuciones-se-han-acelerado-pero-los-sueldos-se-quedan-atras-segun-analisis.shtml,BioBioChile,nacional,Franco López,2025-07-21T19:08:30-04:00,actualidad-economica,sitemap_article,2026-04-18T22:33:13.744025+00:00,
2c52c5aeec483635,Qué es el Pase Cultural y cómo usar los $50.000: revisa quiénes lo reciben y cuál es el trámite,https://www.biobiochile.cl/noticias/servicios/beneficios/2025/07/21/que-es-el-pase-cultural-y-como-usar-los-50-000-revisa-quienes-lo-reciben-y-cual-es-el-tramite.shtml,BioBioChile,nacional,Nicolás Díaz,2025-07-21T19:15:15-04:00,beneficios,sitemap_article,2026-04-18T22:33:13.162611+00:00,
298e61e4d1d7d04f,"Gonzalo Tapia recuerda y elogia a Tiago Nunes en primera conferencia en Brasil: ""Me ayudó muchísimo",https://www.biobiochile.cl/noticias/deportes/futbol-internacional/chilenos-en-el-exterior/2025/07/21/gonzalo-tapia-recuerda-y-elogia-a-tiago-nunes-en-primera-conferencia-en-brasil-me-ayudo-muchisimo.shtml,BioBioChile,nacional,Pablo Velozo,2025-07-21T19:19:48-04:00,chilenos-en-el-exterior,sitemap_article,2026-04-18T22:33:12.551733+00:00,
1fb72bd52ac10846,La Roja Sub 18 cayó ante Argentina en amargo debut en L’Alcudia: revise los goles trasandinos,https://www.biobiochile.cl/noticias/deportes/futbol/la-roja/2025/07/21/la-roja-sub-18-cayo-ante-argentina-en-amargo-debut-en-lalcudia-revise-los-goles-trasandinos.shtml,BioBioChile,nacional,Jaime Zavala,2025-07-21T19:24:10-04:00,la-roja,sitemap_article,2026-04-18T22:33:12.100905+00:00,
4ecd2516197d44dc,Administración de Cathy Barriga desvió $974 millones del fondo Covid para pagar otras deudas de Maipú,https://www.biobiochile.cl/noticias/nacional/region-metropolitana/2025/07/21/administracion-de-cathy-barriga-desvio-974-millones-del-fondo-covid-para-pagar-otras-deudas-de-maipu.shtml,BioBioChile,nacional,Fernanda Castillo,2025-07-21T19:27:42-04:00,region-metropolitana,sitemap_article,2026-04-18T22:33:11.628972+00:00,
d63d2af0d996b5ff,Reportan que Coté López protagonizó accidente automovilístico a la salida de su trabajo,https://www.biobiochile.cl/noticias/espectaculos-y-tv/notas-espectaculos-tv/2025/07/21/reportan-que-cote-lopez-protagonizo-accidente-automovilistico-a-la-salida-de-su-trabajo.shtml,BioBioChile,nacional,Valentina Espinoza Poblete,2025-07-21T19:29:31-04:00,notas-espectaculos-tv,sitemap_article,2026-04-18T22:33:11.097416+00:00,
38c0658df77eb71c,Hijo de expresidente Biden alude a que su padre habría tomado un hipnótico antes del debate con Trump,https://www.biobiochile.cl/noticias/internacional/eeuu/2025/07/21/hijo-de-expresidente-biden-alude-a-que-su-padre-habria-tomado-un-hipnotico-antes-del-debate-con-trump.shtml,BioBioChile,nacional,Samuel Fuentes,2025-07-21T19:33:29-04:00,eeuu,sitemap_article,2026-04-18T22:33:10.588918+00:00,
ee0aeda3b8d8469b,Juicio por YPF: Argentina pedirá a EEUU que se suspenda la entrega de las acciones de la estatal,https://www.biobiochile.cl/noticias/economia/actualidad-economica/2025/07/21/juicio-por-ypf-argentina-pedira-a-eeuu-que-se-suspenda-la-entrega-de-las-acciones-de-la-estatal.shtml,BioBioChile,nacional,Franco López,2025-07-21T19:35:36-04:00,actualidad-economica,sitemap_article,2026-04-18T22:33:10.059435+00:00,
0f2622e84abfa3f3,Cuándo salen los resultados de última postulación al Subsidio Eléctrico ¿Se paga en una cuota o más?,https://www.biobiochile.cl/noticias/servicios/beneficios/2025/07/21/cuando-salen-los-resultados-de-ultima-postulacion-al-subsidio-electrico-se-paga-en-una-cuota-o-mas.shtml,BioBioChile,nacional,Nicolás Díaz,2025-07-21T19:45:08-04:00,beneficios,sitemap_article,2026-04-18T22:33:09.518669+00:00,
40da912b287bdefb,Por qué sentimos más antojo de dulces y grasas en invierno ¿Qué hacer para consumirlos sin culpa?,https://www.biobiochile.cl/noticias/servicios/toma-nota/2025/07/21/por-que-sentimos-mas-antojo-de-dulces-y-grasas-en-invierno-que-hacer-para-consumirlos-sin-culpa.shtml,BioBioChile,nacional,Nicolás Díaz,2025-07-21T19:51:28-04:00,toma-nota,sitemap_article,2026-04-18T22:33:08.976248+00:00,
dfade1517b0960fe,"Fotógrafo captó primer registro de un quol biofluorescente en vida silvestre: ""Es un encuentro único",https://www.biobiochile.cl/especial/aqui-tierra/noticias/2025/07/21/fotografo-capto-primer-registro-de-un-quol-biofluorescente-en-vida-silvestre-es-un-encuentro-unico.shtml,BioBioChile,nacional,Sara Jerez,2025-07-21T19:58:33-04:00,aqui-tierra-notas,sitemap_article,2026-04-18T22:33:08.443587+00:00,
1954d2a3363af294,"Cordero dice que Gendarmería tiene listado de extranjeros presos, tras anuncio de oficio de Fiscalía",https://www.biobiochile.cl/noticias/nacional/chile/2025/07/21/cordero-dice-que-gendarmeria-tiene-listado-de-extranjeros-presos-tras-anuncio-de-oficio-de-fiscalia.shtml,BioBioChile,nacional,Samuel Fuentes,2025-07-21T20:01:04-04:00,chile,sitemap_article,2026-04-18T22:33:07.936586+00:00,
583fafea2fe195bd,Tribunal condena a 20 años a hombre de 67 años por asesinar a su pareja de 29 en La Pintana,https://www.biobiochile.cl/noticias/nacional/region-metropolitana/2025/07/21/tribunal-condena-a-20-anos-a-hombre-de-67-anos-por-asesinar-a-su-pareja-de-29-en-la-pintana.shtml,BioBioChile,nacional,Fernanda Castillo,2025-07-21T20:01:41-04:00,region-metropolitana,sitemap_article,2026-04-18T22:33:07.394151+00:00,
4f3b4851c85b049f,Exconcejal de Yumbel fallece mientras trabajaba en aserradero: fue impactado por trozo de madera,https://www.biobiochile.cl/noticias/nacional/region-del-bio-bio/2025/07/21/exconsejal-de-yumbel-fallece-mientras-trabajaba-en-aserradero-fue-impactado-por-trozo-de-madera.shtml,BioBioChile,nacional,Camila Muñoz Gonzalez,2025-07-21T20:25:46-04:00,region-del-bio-bio,sitemap_article,2026-04-18T22:33:06.861297+00:00,
6991de855a757a2e,"Infantino se cuadra con Carter y repudia racismo en plena Eurocopa: ""Me entristece profundamente",https://www.biobiochile.cl/noticias/deportes/futbol-internacional/notas-futbol-internacional/2025/07/21/infantino-se-cuadra-con-carter-y-repudia-racismo-en-plena-eurocopa-me-entristece-profundamente.shtml,BioBioChile,nacional,Pablo Velozo,2025-07-21T20:26:18-04:00,notas-futbol-internacional,sitemap_article,2026-04-18T22:33:05.785083+00:00,
c44692a8a4fa3ca1,Consecuencia de crisis por caso Audio: Cámara aprueba creación del Consejo de Nombramiento de Jueces,https://www.biobiochile.cl/noticias/nacional/chile/2025/07/21/consecuencia-de-crisis-por-caso-audio-camara-aprueba-creacion-del-consejo-de-nombramiento-de-jueces.shtml,BioBioChile,nacional,Antonio González,2025-07-21T20:27:38-04:00,chile,sitemap_article,2026-04-18T22:33:06.310569+00:00,
5d1fb9cfc5ebb386,"Dijo adiós con la mano"": estadounidense muere tras ser succionado por máquina de resonancia magnética",https://www.biobiochile.cl/noticias/sociedad/debate/2025/07/21/dijo-adios-con-la-mano-estadounidense-muere-tras-ser-succionado-por-maquina-de-resonancia-magnetica.shtml,BioBioChile,nacional,Valentina Espinoza Poblete,2025-07-21T20:45:21-04:00,debate,sitemap_article,2026-04-18T22:33:05.326853+00:00,
5151d75bd4a8afae,"Oficio urgente de Fiscalía a Gendarmería exige cifra de presos extranjeros, sus delitos y sus RUN",https://www.biobiochile.cl/noticias/nacional/chile/2025/07/21/el-oficio-urgente-de-fiscalia-a-gendarmeria-exige-cifra-de-presos-extranjeros-sus-delitos-y-sus-run.shtml,BioBioChile,nacional,Antonio González,2025-07-21T21:03:14-04:00,chile,sitemap_article,2026-04-18T22:33:04.800021+00:00,
4ad6f7bf9b4e9086,Con dos penales a favor: Huachipato reaccionó y remontó ante O’Higgins en duelo de La Liga de Primera,https://www.biobiochile.cl/noticias/deportes/futbol/futbol-nacional/2025/07/21/con-dos-penales-a-favor-huachipato-reacciono-y-remonto-ante-ohiggins-en-duelo-de-la-liga-de-primera.shtml,BioBioChile,nacional,Pablo Velozo,2025-07-21T21:06:26-04:00,futbol-nacional,sitemap_article,2026-04-18T22:33:04.242075+00:00,
fe24bb4e56afcabb,Declaran culpable a hombre que abusó y golpeó reiteradamente a su pareja en Valdivia,https://www.biobiochile.cl/noticias/nacional/region-de-los-rios/2025/07/21/declaran-culpable-a-hombre-que-abuso-y-golpeo-reiteradamente-a-su-pareja-en-valdivia.shtml,BioBioChile,nacional,Camila Muñoz Gonzalez,2025-07-21T21:19:51-04:00,region-de-los-rios,sitemap_article,2026-04-18T22:33:03.775828+00:00,
6d15e7b44b43f600,Supremo de Brasil da ultimátum a Jair Bolsonaro para que cumpla cautelar y lo amenaza con cárcel,https://www.biobiochile.cl/noticias/internacional/america-latina/2025/07/21/supremo-de-brasil-da-ultimatum-a-jair-bolsonaro-para-que-cumpla-cautelar-y-lo-amenaza-con-carcel.shtml,BioBioChile,nacional,Antonio González,2025-07-21T21:52:39-04:00,america-latina,sitemap_article,2026-04-18T22:33:03.222771+00:00,
97983e0c4c7ea24f,Copa América femenina: Chile remonta ante el local Ecuador y logra triunfo clave para seguir soñando,https://www.biobiochile.cl/noticias/deportes/futbol/la-roja/2025/07/21/el-golazo-de-sonya-keefe-que-le-da-vida-a-chile-ante-ecuador-en-la-copa-america-femenina.shtml,BioBioChile,nacional,Pablo Velozo,2025-07-21T22:02:48-04:00,la-roja,sitemap_article,2026-04-18T22:33:02.649655+00:00,
0fd8eeee7e869dd3,"La alegría de Sonya Keefe por triunfazo ante Ecuador: ""No nos podía faltar intensidad y actitud",https://www.biobiochile.cl/noticias/deportes/futbol/la-roja/2025/07/21/la-alegria-de-sonya-keefe-por-triunfazo-ante-ecuador-no-nos-podia-faltar-intensidad-y-actitud.shtml,BioBioChile,nacional,Pablo Velozo,2025-07-21T22:21:57-04:00,la-roja,sitemap_article,2026-04-18T22:33:01.558717+00:00,
753da2ce327386cf,"No nos avisaron"": piloto se disculpa con pasajeros tras brusco giro para evitar chocar con bombardero",https://www.biobiochile.cl/noticias/sociedad/debate/2025/07/21/no-nos-avisaron-piloto-se-disculpa-con-pasajeros-tras-brusco-giro-para-evitar-un-bombardero-b-52.shtml,BioBioChile,nacional,Valentina Espinoza Poblete,2025-07-21T22:22:11-04:00,debate,sitemap_article,2026-04-18T22:33:02.195181+00:00,
efc6fca1de9a8afa,"Arabia lo hizo de nuevo: Al-Qadsiah oficializa el fichaje de Mateo Retegui, goleador de la Serie A",https://www.biobiochile.cl/noticias/deportes/futbol-internacional/notas-futbol-internacional/2025/07/21/arabia-lo-hizo-de-nuevo-al-qadsiah-oficializa-el-fichaje-de-mateo-retegui-goleador-de-la-serie-a.shtml,BioBioChile,nacional,Pablo Velozo,2025-07-21T22:41:05-04:00,notas-futbol-internacional,sitemap_article,2026-04-18T22:33:01.121645+00:00,
c63b9759aa026066,Contraloría ratifica descuentos irrevocables a profesores en paro a pesar de recuperación de clases,https://www.biobiochile.cl/noticias/nacional/chile/2025/07/21/contraloria-ratifica-descuentos-irrevocables-a-profesores-en-paro-a-pesar-de-recuperacion-de-clases.shtml,BioBioChile,nacional,Antonio González,2025-07-21T22:47:30-04:00,chile,sitemap_article,2026-04-18T22:33:00.664721+00:00,
bfd586a66e03861b,Familia de Jairo Vera alega inocencia del cantante investigado por presunta violación de menor de edad,https://www.biobiochile.cl/noticias/artes-y-cultura/actualidad-cultural/2025/07/21/familia-de-jairo-vera-alega-inocencia-del-cantante-investigado-por-violacion-de-menor-de-edad.shtml,BioBioChile,nacional,Valentina Espinoza Poblete,2025-07-21T23:00:00-04:00,actualidad-cultural,sitemap_article,2026-04-18T22:33:00.113905+00:00,
6f64949bb65cbec0,Absolución de tío abuelo de Tomás Bravo: Fiscalía tiene 15 días para presentar recurso de nulidad,https://www.biobiochile.cl/noticias/nacional/region-del-bio-bio/2025/07/21/absolucion-de-tio-abuelo-de-tomas-bravo-fiscalia-tiene-15-dias-para-presentar-recurso-de-nulidad.shtml,BioBioChile,nacional,Camila Muñoz Gonzalez,2025-07-21T23:28:47-04:00,region-del-bio-bio,sitemap_article,2026-04-18T22:32:59.544887+00:00,
a7600db7fcc87c5b,Clientes financian sus propias compensaciones por cortes de luz: revelan cobro encubierto en boletas,https://www.biobiochile.cl/noticias/nacional/chile/2025/07/22/clientes-financian-sus-propias-compensaciones-por-cortes-de-luz-revelan-cobro-encubierto-en-boletas.shtml,BioBioChile,nacional,Antonio González,2025-07-22T00:03:42-04:00,chile,sitemap_article,2026-04-18T22:32:59.009235+00:00,
7b7fbec53fb9667d,Carabineros abaten a hombre denunciado por VIF y hieren a mujer conscripto del Ejército en Puente Alto,https://www.biobiochile.cl/noticias/nacional/region-metropolitana/2025/07/22/carabineros-abate-a-hombre-denunciado-por-vif-y-hiere-a-mujer-conscripto-del-ejercito-en-puente-alto.shtml,BioBioChile,nacional,Antonio González,2025-07-22T01:27:41-04:00,region-metropolitana,sitemap_article,2026-04-18T22:32:58.465242+00:00,
1b0025c6730c0532,Muerte de barrista de Colo Colo activa funeral de riesgo en Puerto Montt,https://www.biobiochile.cl/noticias/nacional/region-de-los-lagos/2025/07/22/muerte-de-barrista-de-colo-colo-activa-funeral-de-alto-riesgo-en-puerto-montt.shtml,BioBioChile,nacional,Camila Muñoz Gonzalez,2025-07-22T05:00:07-04:00,region-de-los-lagos,sitemap_article,2026-04-18T22:32:57.915736+00:00,
bb280693e302e7fd,Les dispararon 75 veces: Hombre es asesinado y su hija de 7 años queda en riesgo vital en La Granja,https://www.biobiochile.cl/noticias/nacional/region-metropolitana/2025/07/22/les-dispararon-75-veces-hombre-es-asesinado-y-su-hija-de-7-anos-queda-en-riesgo-vital-en-la-granja.shtml,BioBioChile,nacional,Felipe Delgado,2025-07-22T06:27:07-04:00,region-metropolitana,sitemap_article,2026-04-18T22:32:57.297840+00:00,
8c630c05e37b837f,Maduro acusa a Bukele de intentar impedir salida de aviones que repatriaron a 252 venezolanos,https://www.biobiochile.cl/noticias/internacional/america-latina/2025/07/22/maduro-acusa-a-bukele-de-intentar-impedir-salida-de-aviones-que-repatriaron-a-252-venezolanos.shtml,BioBioChile,nacional,Felipe Delgado,2025-07-22T06:44:04-04:00,america-latina,sitemap_article,2026-04-18T22:32:56.769918+00:00,
8181b51781b1ac4a,"Liam Gallagher se burló de Coldplay y polémica por CEO infiel: ""Acá no tenemos esas cámaras...",https://www.biobiochile.cl/noticias/dopamina/2025/07/22/liam-gallagher-se-burlo-de-coldplay-y-polemica-por-ceo-infiel-aca-no-tenemos-esas-camaras.shtml,BioBioChile,nacional,Valentina Espinoza Poblete,2025-07-22T07:00:27-04:00,dopamina,sitemap_article,2026-04-18T22:32:56.224402+00:00,
