id,headline,headline_original,url,source,source_type,author,published_at,section,collection_method,scraped_at,feed_url,fact_check_rating,fact_check_title,label,clickbait_score,clickbait_reasons,needs_review,labeling_method,split,headline_language_detected,headline_language_probability,headline_translation_reason,headline_translation_method
b3694b088bc4cdb1,"Qué sabemos sobre la regularización de inmigrantes con antecedentes policiales: no excluyen de obtenerla siempre que no supongan ""una amenaza para el orden público","Qué sabemos sobre la regularización de inmigrantes con antecedentes policiales: no excluyen de obtenerla siempre que no supongan ""una amenaza para el orden público",https://maldita.es/desinfo/20260417/los-inmigrantes-podran-acogerse-a-la-regularizacion-aunque-tengan-antecedentes-policiales/,Maldita,fake_news,,2026-04-17T16:21:52+02:00,,factcheck_feed,2026-04-21T00:03:43.251718+00:00,https://maldita.es/feed/,,,fake_news,,,False,claimreview-factcheck-v1.0,train,es,0.999995,kept,kept_original
950af981d352979e,“Meses después me enteré de que me habían suplantado”: ​​el robo de identidad contra periodistas y la estrategia de Rusia para dar credibilidad a sus campañas de desinformación,‘I found out I’d been impersonated months later’: identity theft targeting journalists and Russia’s strategy to lend credibility to its disinformation campaigns,https://maldita.es/investigaciones/20260417/impersonation-journalists-russia/,Maldita,fake_news,,2026-04-17T16:20:50+02:00,,factcheck_feed,2026-04-21T00:03:43.252007+00:00,https://maldita.es/feed/,,,fake_news,,,False,claimreview-factcheck-v1.0,train,en,0.999996,detected_non_es,GoogleTranslator(auto->es)
af96ed0a52de0457,Desde la supuesta orden de detención a Netanyahu solicitada por Pedro Sánchez hasta las amenazas de Israel de provocar accidentes y apagones en España: así han acumulado más de 10 millones de visualizaciones las narrativas desinformadoras sobre España e Israel,Desde la supuesta orden de detención a Netanyahu solicitada por Pedro Sánchez hasta las amenazas de Israel de provocar accidentes y apagones en España: así han acumulado más de 10 millones de visualizaciones las narrativas desinformadoras sobre España e Israel,https://maldita.es/investigaciones/20260417/visualizaciones-narrativas-desinformadoras-espana-israel/,Maldita,fake_news,,2026-04-17T16:09:04+02:00,,factcheck_feed,2026-04-21T00:03:43.252336+00:00,https://maldita.es/feed/,,,fake_news,,,False,claimreview-factcheck-v1.0,train,es,0.999998,kept,kept_original
d58430bc0bc0e683,"Sanidad financia la omaveloxolona en España, tratamiento específico para la ataxia de Friedreich","Sanidad financia la omaveloxolona en España, tratamiento específico para la ataxia de Friedreich",https://maldita.es/prebunking/20260417/omaveloxolona-alta-seguridad-social-nomenclator/,Maldita,fake_news,,2026-04-17T15:15:39+02:00,,factcheck_feed,2026-04-21T00:03:43.252618+00:00,https://maldita.es/feed/,,,fake_news,,,False,claimreview-factcheck-v1.0,train,es,0.999994,kept,kept_original
862235476f98a82c,"Qué sabemos de la apertura de una oficina itinerante de la Embajada de Senegal en A Coruña para ""colar inmigrantes"" en la regularización","Qué sabemos de la apertura de una oficina itinerante de la Embajada de Senegal en A Coruña para ""colar inmigrantes"" en la regularización",https://maldita.es/desinfo/20260417/senegal-abre-una-embajada-ambulante-en-la-coruna-para-regularizar-a-cientos-de-inmigrantes/,Maldita,fake_news,,2026-04-17T14:58:10+02:00,,factcheck_feed,2026-04-21T00:03:43.252890+00:00,https://maldita.es/feed/,,,fake_news,,,False,claimreview-factcheck-v1.0,train,es,0.999995,kept,kept_original
91491e4b5a3cb026,Qué sabemos sobre la anulación de las órdenes de expulsión de las personas migrantes que opten a la regularización: solo se aplicará a las órdenes por estar en situación irregular en España o trabajando sin autorización,Qué sabemos sobre la anulación de las órdenes de expulsión de las personas migrantes que opten a la regularización: solo se aplicará a las órdenes por estar en situación irregular en España o trabajando sin autorización,https://maldita.es/malditobulo/20260417/se-anularan-las-ordenes-de-expulsion-de-los-inmigrantes-que-soliciten-la-regularizacion/,Maldita,fake_news,,2026-04-17T14:23:00+02:00,,factcheck_feed,2026-04-21T00:03:43.253201+00:00,https://maldita.es/feed/,,,fake_news,,,False,claimreview-factcheck-v1.0,train,es,0.999996,kept,kept_original
91d496c2ea88ab6e,"No, Spotify no está enviando este correo electrónico que alerta de un problema con el pago de la suscripción: es ‘phishing’","No, Spotify no está enviando este correo electrónico que alerta de un problema con el pago de la suscripción: es ‘phishing’",https://maldita.es/desinfo/20260417/spotify-alerta-por-correo-electronico-de-un-problema-con-el-pago-a-la-suscripcion-y-pide-verificar-la-informacion-de-pago-por-salgo-insuficiente/,Maldita,fake_news,,2026-04-17T13:37:07+02:00,,factcheck_feed,2026-04-21T00:03:43.253506+00:00,https://maldita.es/feed/,,,fake_news,,,False,claimreview-factcheck-v1.0,train,es,0.999998,kept,kept_original
eb821f64f744212c,La regularización extraordinaria de personas migrantes en España: preguntas y respuestas,La regularización extraordinaria de personas migrantes en España: preguntas y respuestas,https://maldita.es/malditobulo/20260417/regularizacion-extraordinaria-inmigrantes-espana/,Maldita,fake_news,,2026-04-17T13:09:00+02:00,,factcheck_feed,2026-04-21T00:03:43.253795+00:00,https://maldita.es/feed/,,,fake_news,,,False,claimreview-factcheck-v1.0,train,es,0.999994,kept,kept_original
7a4aa18788a5ee65,"No hay pruebas de que exista el supuesto libro ""16 años con un monstruo"" de la exmujer de Péter Magyar y ella lo niega, aunque sí lo acusó de violencia doméstica","No hay pruebas de que exista el supuesto libro ""16 años con un monstruo"" de la exmujer de Péter Magyar y ella lo niega, aunque sí lo acusó de violencia doméstica",https://maldita.es/desinfo/20260417/la-exmujer-de-peter-magyar-judit-varga-publico-un-libro-titulado-16-anos-con-un-monstruo/,Maldita,fake_news,,2026-04-17T12:49:40+02:00,,factcheck_feed,2026-04-21T00:03:43.254123+00:00,https://maldita.es/feed/,,,fake_news,,,False,claimreview-factcheck-v1.0,train,es,0.999997,kept,kept_original
7fee914316dbd17c,Esta imagen que muestra a María Corina Machado sentada junto a Jeffrey Epstein no es real: es un montaje,Esta imagen que muestra a María Corina Machado sentada junto a Jeffrey Epstein no es real: es un montaje,https://maldita.es/malditobulo/20260417/imagen-muestra-a-maria-corina-machado-sentada-junto-a-jeffrey-epstein/,Maldita,fake_news,,2026-04-17T11:28:00+02:00,,factcheck_feed,2026-04-21T00:03:43.254376+00:00,https://maldita.es/feed/,,,fake_news,,,False,claimreview-factcheck-v1.0,train,es,0.999995,kept,kept_original
01ae299ff162713a,"No, los autónomos no tendrán que ""pagar 1.424 euros al mes"": la cifra corresponde con la base mínima de cotización de los autónomos societarios","No, los autónomos no tendrán que ""pagar 1.424 euros al mes"": la cifra corresponde con la base mínima de cotización de los autónomos societarios",https://maldita.es/desinfo/20260417/los-autonomos-tendran-que-pagar-1424-euros-al-mes/,Maldita,fake_news,,2026-04-17T09:41:18+02:00,,factcheck_feed,2026-04-21T00:03:43.254673+00:00,https://maldita.es/feed/,,,fake_news,,,False,claimreview-factcheck-v1.0,train,es,0.999997,kept,kept_original
2b8d169023001d2c,"No, si compartes este vídeo de una niña no estarás donando dinero para su supuesta operación de cáncer","No, si compartes este vídeo de una niña no estarás donando dinero para su supuesta operación de cáncer",https://maldita.es/malditobulo/20260417/video-nina-cancer-whatsapp/,Maldita,fake_news,,2026-04-17T08:48:00+02:00,,factcheck_feed,2026-04-21T00:03:43.254918+00:00,https://maldita.es/feed/,,,fake_news,,,False,claimreview-factcheck-v1.0,train,es,0.999997,kept,kept_original
b379347911b60d99,"No, este video no muestra una multitud de personas africanas llegando a Budapest tras la derrota de Orbán en 2026: fue grabado en Lampedusa (Italia) en 2023","No, este video no muestra una multitud de personas africanas llegando a Budapest tras la derrota de Orbán en 2026: fue grabado en Lampedusa (Italia) en 2023",https://maldita.es/desinfo/20260416/video-muestra-a-multitud-de-africanos-llegando-a-budapest/,Maldita,fake_news,,2026-04-16T17:43:00+02:00,,factcheck_feed,2026-04-21T00:03:43.255189+00:00,https://maldita.es/feed/,,,fake_news,,,False,claimreview-factcheck-v1.0,train,es,0.999995,kept,kept_original
c23890555406f06f,"Sí, la base mínima de cotización de los autónomos societarios sube de 1.000 a 1.424,4 euros mensuales en 2026, un 42%","Sí, la base mínima de cotización de los autónomos societarios sube de 1.000 a 1.424,4 euros mensuales en 2026, un 42%",https://maldita.es/desinfo/20260416/gobierno-incrementa-en-un-42-la-base-minima-de-cotizacion-de-los-autonomos-societarios-ascendiendo-a-14244-euros-mensuales/,Maldita,fake_news,,2026-04-16T16:57:58+02:00,,factcheck_feed,2026-04-21T00:03:43.255500+00:00,https://maldita.es/feed/,,,fake_news,,,False,claimreview-factcheck-v1.0,train,es,0.999998,kept,kept_original
3877cd0f15d74bff,Así han circulado en Twitter las narrativas que desinforman sobre la polémica entre Trump y el papa León XIV por la guerra en Irán: más de 11 millones de visualizaciones en al menos cinco idiomas,Así han circulado en Twitter las narrativas que desinforman sobre la polémica entre Trump y el papa León XIV por la guerra en Irán: más de 11 millones de visualizaciones en al menos cinco idiomas,https://maldita.es/investigaciones/20260416/visualizaciones-idiomas-narrativas-polemica-trump-papa/,Maldita,fake_news,,2026-04-16T16:47:06+02:00,,factcheck_feed,2026-04-21T00:03:43.255803+00:00,https://maldita.es/feed/,,,fake_news,,,False,claimreview-factcheck-v1.0,train,es,0.999996,kept,kept_original
c4b3c287ca3ae512,"Cuidado con los contenidos que afirman que el Gobierno ha excluido a los ""apátridas saharauis"" de la regularización extraordinaria: una normativa específica les concede permiso de residencia","Cuidado con los contenidos que afirman que el Gobierno ha excluido a los ""apátridas saharauis"" de la regularización extraordinaria: una normativa específica les concede permiso de residencia",https://maldita.es/desinfo/20260416/el-gobierno-excluye-a-los-saharauis-apatridas-del-proceso-de-regularizacion/,Maldita,fake_news,,2026-04-16T16:41:01+02:00,,factcheck_feed,2026-04-21T00:03:43.256080+00:00,https://maldita.es/feed/,,,fake_news,,,False,claimreview-factcheck-v1.0,train,es,0.999997,kept,kept_original
2f7e3b239dd9f22a,"No, la representante demócrata de Oregon, Maxine Dexter, no dijo que la ""leche blanca en las escuelas es racista","No, la representante demócrata de Oregon, Maxine Dexter, no dijo que la ""leche blanca en las escuelas es racista",https://maldita.es/desinfo/20260416/la-representante-democrata-de-oregon-maxine-dexter-dijo-que-la-leche-blanca-en-las-escuelas-es-racista/,Maldita,fake_news,,2026-04-16T14:48:24+02:00,,factcheck_feed,2026-04-21T00:03:43.256331+00:00,https://maldita.es/feed/,,,fake_news,,,False,claimreview-factcheck-v1.0,train,es,0.999995,kept,kept_original
2505949c19dd54b4,"No, esta imagen de Esther Muñoz vestida con la bandera de Israel no es real: está manipulada","No, esta imagen de Esther Muñoz vestida con la bandera de Israel no es real: está manipulada",https://maldita.es/desinfo/20260416/esther-munoz-chaqueta-bandera-israel/,Maldita,fake_news,,2026-04-16T14:06:14+02:00,,factcheck_feed,2026-04-21T00:03:43.256576+00:00,https://maldita.es/feed/,,,fake_news,,,False,claimreview-factcheck-v1.0,train,es,0.999995,kept,kept_original
f355b2d9356b31cc,La manera en la que cocinas también afecta a tu salud,La manera en la que cocinas también afecta a tu salud,https://maldita.es/prebunking/20260416/tecnica-cocinado-tambien-afecta-salud/,Maldita,fake_news,,2026-04-16T13:46:13+02:00,,factcheck_feed,2026-04-21T00:03:43.256824+00:00,https://maldita.es/feed/,,,fake_news,,,False,claimreview-factcheck-v1.0,train,es,0.999995,kept,kept_original
fadc55689978005e,¿Es normal tener gases si sigues una alimentación basada en productos de origen vegetal?,¿Es normal tener gases si sigues una alimentación basada en productos de origen vegetal?,https://maldita.es/prebunking/20260416/es-normal-tener-gases-si-sigues-una-alimentacion-basada-en-productos-de-origen-vegetal/,Maldita,fake_news,,2026-04-16T13:12:29+02:00,,factcheck_feed,2026-04-21T00:03:43.257069+00:00,https://maldita.es/feed/,,,fake_news,,,False,claimreview-factcheck-v1.0,train,es,0.999993,kept,kept_original
ab55f16ef79ff84b,"No, Oney no está enviado estos SMS que alertan de un supuesto cargo de 1.439 y 1.249 euros, es ‘SMS spoofing’","No, Oney no está enviado estos SMS que alertan de un supuesto cargo de 1.439 y 1.249 euros, es ‘SMS spoofing’",https://maldita.es/desinfo/20260416/sms-de-oney-cargo-por-importe-de-1439-aprobado-por-defecto-de-una-hora-si-no-reconoce-dicha-accion-contactanos-de-inmediato/,Maldita,fake_news,,2026-04-16T12:44:28+02:00,,factcheck_feed,2026-04-21T00:03:43.257357+00:00,https://maldita.es/feed/,,,fake_news,,,False,claimreview-factcheck-v1.0,train,es,0.999996,kept,kept_original
2a27021249a9b1d8,"La frase sobre que ""ser mujer no es fácil"" que le atribuyen a León XIV: no hay pruebas de que lo haya dicho y hay indicios de que la locución está creada con IA","La frase sobre que ""ser mujer no es fácil"" que le atribuyen a León XIV: no hay pruebas de que lo haya dicho y hay indicios de que la locución está creada con IA",https://maldita.es/malditobulo/20260416/leon-xiv-dice-que-no-es-facil-ser-mujer/,Maldita,fake_news,,2026-04-16T12:04:00+02:00,,factcheck_feed,2026-04-21T00:03:43.257641+00:00,https://maldita.es/feed/,,,fake_news,,,False,claimreview-factcheck-v1.0,train,es,0.999996,kept,kept_original
42b3e0f51911d2ef,"No, el bioquímico Mariano Barbacid no ha desarrollado un producto contra la pérdida de memoria: es un timo","No, el bioquímico Mariano Barbacid no ha desarrollado un producto contra la pérdida de memoria: es un timo",https://maldita.es/desinfo/20260416/el-doctor-barbacid-crea-un-farmaco-contra-la-perdida-de-memoria-y-el-alzheimer/,Maldita,fake_news,,2026-04-16T11:03:49+02:00,,factcheck_feed,2026-04-21T00:03:43.257884+00:00,https://maldita.es/feed/,,,fake_news,,,False,claimreview-factcheck-v1.0,train,es,0.999995,kept,kept_original
1170ff29f07c4dad,Qué sabemos sobre obtener la regularización sin presentar un certificado de antecedentes penales: el texto final exige la presentación de este documento,Qué sabemos sobre obtener la regularización sin presentar un certificado de antecedentes penales: el texto final exige la presentación de este documento,https://maldita.es/malditobulo/20260416/los-inmigrantes-ilegales-podran-obtener-la-regularizacion-sin-necesidad-de-aportar-un-certificado-de-antecedentes-penales/,Maldita,fake_news,,2026-04-16T10:03:00+02:00,,factcheck_feed,2026-04-21T00:03:43.258142+00:00,https://maldita.es/feed/,,,fake_news,,,False,claimreview-factcheck-v1.0,train,es,0.999996,kept,kept_original
befbde74b85b679c,"Cuidado con los contenidos que dicen que la DGT ""implementa"" esta señal para los carriles bus VAO: a 15 de abril de 2026 no se ha anunciado nada y esa es la que se utiliza en Francia","Cuidado con los contenidos que dicen que la DGT ""implementa"" esta señal para los carriles bus VAO: a 15 de abril de 2026 no se ha anunciado nada y esa es la que se utiliza en Francia",https://maldita.es/desinfo/20260415/nueva-senal-dgt-carril-bus-vao/,Maldita,fake_news,,2026-04-15T17:06:53+02:00,,factcheck_feed,2026-04-21T00:03:43.258426+00:00,https://maldita.es/feed/,,,fake_news,,,False,claimreview-factcheck-v1.0,train,es,0.999995,kept,kept_original
22e2c873d5471782,Cuidado con esta imagen de Pedro Sánchez supuestamente en el Falcon con Ábalos y Koldo: tiene indicios de haber sido generada con IA,Cuidado con esta imagen de Pedro Sánchez supuestamente en el Falcon con Ábalos y Koldo: tiene indicios de haber sido generada con IA,https://maldita.es/desinfo/20260415/imagen-muestra-a-pedro-sanchez-junto-a-koldo-y-abalos-en-el-falcon/,Maldita,fake_news,,2026-04-15T16:33:15+02:00,,factcheck_feed,2026-04-21T00:03:43.258678+00:00,https://maldita.es/feed/,,,fake_news,,,False,claimreview-factcheck-v1.0,train,es,0.999996,kept,kept_original
6820322c08ada14e,"No, las personas migrantes que se acojan a la regularización extraordinaria no pueden lograr la nacionalidad sin un certificado de antecedentes penales","No, las personas migrantes que se acojan a la regularización extraordinaria no pueden lograr la nacionalidad sin un certificado de antecedentes penales",https://maldita.es/malditobulo/20260415/los-inmigrantes-ilegales-podran-lograr-la-nacionalidad-sin-necesidad-de-aportar-un-certificado-de-antecedentes-penales/,Maldita,fake_news,,2026-04-15T16:25:00+02:00,,factcheck_feed,2026-04-21T00:03:43.258937+00:00,https://maldita.es/feed/,,,fake_news,,,False,claimreview-factcheck-v1.0,train,es,0.999995,kept,kept_original
89eef80b1f04099f,Qué sabemos del vídeo en el que unos vecinos tiran a al menos otro por el balcón tras una discusión: ocurrió en Argentina,Qué sabemos del vídeo en el que unos vecinos tiran a al menos otro por el balcón tras una discusión: ocurrió en Argentina,https://maldita.es/desinfo/20260415/un-video-muestra-como-tiraron-a-okupas-por-un-balcon/,Maldita,fake_news,,2026-04-15T15:57:28+02:00,,factcheck_feed,2026-04-21T00:03:43.259222+00:00,https://maldita.es/feed/,,,fake_news,,,False,claimreview-factcheck-v1.0,train,es,0.999995,kept,kept_original
691d9298ec166395,Qué sabemos del acuerdo entre el Gobierno y Podemos para tramitar la regularización extraordinaria de 500.000 personas migrantes,Qué sabemos del acuerdo entre el Gobierno y Podemos para tramitar la regularización extraordinaria de 500.000 personas migrantes,https://maldita.es/malditobulo/20260415/psoe-y-podemos-aprobaran-un-real-decreto-para-legalizar-a-casi-600000-inmgrantes-que-hasta-el-31-de-diciembre-de-2025-demuestren-que-hayan-vivido-en-espana-al-menos-cinco-meses/,Maldita,fake_news,,2026-04-15T15:27:00+02:00,,factcheck_feed,2026-04-21T00:03:43.259534+00:00,https://maldita.es/feed/,,,fake_news,,,False,claimreview-factcheck-v1.0,train,es,0.999997,kept,kept_original
f3359cea6b5ab119,Cuidado con los contenidos que afirman que la imagen de portada de L’Espresso con un colono israelí fotografiando a una palestina está creada con IA: hay otras imágenes del hombre,Cuidado con los contenidos que afirman que la imagen de portada de L’Espresso con un colono israelí fotografiando a una palestina está creada con IA: hay otras imágenes del hombre,https://maldita.es/desinfo/20260415/imagen-colono-israeli-portada-espresso-ia/,Maldita,fake_news,,2026-04-15T15:03:00+02:00,,factcheck_feed,2026-04-21T00:03:43.259882+00:00,https://maldita.es/feed/,,,fake_news,,,False,claimreview-factcheck-v1.0,train,es,0.999995,kept,kept_original
55bef49778ab3881,"CaixaBank no está enviando este SMS que alerta de una supuesta transacción de 1990,91 euros, es ‘SMS spoofing’","CaixaBank no está enviando este SMS que alerta de una supuesta transacción de 1990,91 euros, es ‘SMS spoofing’",https://maldita.es/desinfo/20260415/caixabank-no-esta-enviado-este-sms-que-alerta-de-una-supuesta-transaccion-de-199091-euros-es-sms-spoofing/,Maldita,fake_news,,2026-04-15T13:27:17+02:00,,factcheck_feed,2026-04-21T00:03:43.260190+00:00,https://maldita.es/feed/,,,fake_news,,,False,claimreview-factcheck-v1.0,train,es,0.999994,kept,kept_original
cd90cda3073f2cb4,"Cuidado con el contenido que dice que Meloni ha declarado que Estados Unidos es la única nación que ha usado armas nucleares y que Trump ""necesita bajar el tono","Cuidado con el contenido que dice que Meloni ha declarado que Estados Unidos es la única nación que ha usado armas nucleares y que Trump ""necesita bajar el tono",https://maldita.es/desinfo/20260415/cuidado-con-el-contenido-que-dice-que-meloni-ha-declarado-que-estados-unidos-es-la-unica-nacion-que-ha-usado-armas-nucleares-y-que-trump-necesita-bajar-el-tono/,Maldita,fake_news,,2026-04-15T12:32:54+02:00,,factcheck_feed,2026-04-21T00:03:43.260477+00:00,https://maldita.es/feed/,,,fake_news,,,False,claimreview-factcheck-v1.0,train,es,0.999997,kept,kept_original
0da296c21a58b94f,"No, no es cierto que el papa León XIV no se haya pronunciado sobre los asesinatos de cristianos en Nigeria: lo ha hecho en varias ocasiones","No, no es cierto que el papa León XIV no se haya pronunciado sobre los asesinatos de cristianos en Nigeria: lo ha hecho en varias ocasiones",https://maldita.es/desinfo/20260415/el-papa-leon-xiv-no-se-ha-pronunciado-sobre-la-masacre-de-miles-de-cristianos-en-nigeria/,Maldita,fake_news,,2026-04-15T12:18:08+02:00,,factcheck_feed,2026-04-21T00:03:43.260743+00:00,https://maldita.es/feed/,,,fake_news,,,False,claimreview-factcheck-v1.0,train,es,0.999996,kept,kept_original
bc8511d575dbe081,"No, el 13 de abril no entraron en vigor nuevas leyes de tráfico como una reducción de velocidad y multas más altas por usar el móvil","No, el 13 de abril no entraron en vigor nuevas leyes de tráfico como una reducción de velocidad y multas más altas por usar el móvil",https://maldita.es/desinfo/20260415/-partir-de-manana-entran-en-vigor-nuevas-leyes-de-trafico-en-espana-que-podrian-afectar-a-millones-de-conductores-como-una-reduccion-de-velocidad-y-multas-mas-altas-por-usar-el-movil/,Maldita,fake_news,,2026-04-15T12:13:13+02:00,,factcheck_feed,2026-04-21T00:03:43.261015+00:00,https://maldita.es/feed/,,,fake_news,,,False,claimreview-factcheck-v1.0,train,es,0.999996,kept,kept_original
1abffcff942d45ed,Qué sabemos sobre la afirmación de que en Nigeria se ha asesinado a más de 120.000 cristianos y quemado más de 18.000 iglesias,Qué sabemos sobre la afirmación de que en Nigeria se ha asesinado a más de 120.000 cristianos y quemado más de 18.000 iglesias,https://maldita.es/malditobulo/20260415/en-nigeria-han-asesinado-a-mas-de-120000-cristianos-y-han-quemado-mas-de-18000-iglesias/,Maldita,fake_news,,2026-04-15T12:01:00+02:00,,factcheck_feed,2026-04-21T00:03:43.261285+00:00,https://maldita.es/feed/,,,fake_news,,,False,claimreview-factcheck-v1.0,train,es,0.999996,kept,kept_original
