id,headline,headline_original,label,source_type,source,author,section,published_at,url,clickbait_score,clickbait_reasons,needs_review,split,labeling_method,collection_method,scraped_at,feed_url,headline_language_detected,headline_language_probability,headline_translation_reason,headline_translation_method
111115a0f8a52d7c,el nuevo trailer de supergirl muestra por que krypto debe ser salvado cueste lo que cueste,el nuevo trailer de supergirl muestra por que krypto debe ser salvado cueste lo que cueste,clickbait,nacional,La Cuarta,,,2026-03-31T18:12:14.005000+00:00,https://www.lacuarta.com/espectaculos/noticia/el-nuevo-trailer-de-supergirl-muestra-por-que-krypto-debe-ser-salvado-cueste-lo-que-cueste/,0.42,"curiosity_gap:lo que,por que;vague_subject",False,train,manual-review-v1.0,sitemap_url_slug,2026-04-20T23:32:58.335407+00:00,,es,0.999996,kept,kept_original
d87a8d0387dad8bc,que es la creatina sus beneficios y por que hay que tomarla con cuidado,que es la creatina sus beneficios y por que hay que tomarla con cuidado,clickbait,nacional,La Tercera,,,2026-04-18T13:02:00.261000+00:00,https://www.latercera.com/tendencias/noticia/que-es-la-creatina-sus-beneficios-y-por-que-hay-que-tomarla-con-cuidado/,0.42,curiosity_gap:por que;question_opener_without_punctuation,False,train,manual-review-v1.0,sitemap_url_slug,2026-04-20T23:29:50.292713+00:00,,es,0.999995,kept,kept_original
7aafaf37d34ab696,Dónde quedan las Cataratas de Sangre y por qué ocurre este fenómeno,Dónde quedan las Cataratas de Sangre y por qué ocurre este fenómeno,clickbait,internacional,Clarin,,,2026-04-20T09:01:39+00:00,https://www.clarin.com/viajes/quedan-cataratas-sangre-ocurre-fenomeno_0_laTs2O2H8y.html,0.42,curiosity_gap:por que;question_opener_without_punctuation,False,train,manual-review-v1.0,news_sitemap,2026-04-20T23:37:29.596253+00:00,,es,0.999997,kept,kept_original
68fd8b6dca3a3fc5,fin al misterio revelan por que javier correa se junto con su agente y directivos de colo colo,fin al misterio revelan por que javier correa se junto con su agente y directivos de colo colo,clickbait,nacional,La Cuarta,,,2026-04-15T21:09:00.754000+00:00,https://www.lacuarta.com/deportes/noticia/fin-al-misterio-revelan-por-que-javier-correa-se-junto-con-su-agente-y-directivos-de-colo-colo/,0.41,sensational_language:revelan;curiosity_gap:por que,False,train,manual-review-v1.0,sitemap_url_slug,2026-04-20T23:32:58.267048+00:00,,es,0.999996,kept,kept_original
7620cca77506485b,tita ureta impacta al revelar complejo momento que enfrento en medio de su embarazo conto por que lo mantuvo oculto,tita ureta impacta al revelar complejo momento que enfrento en medio de su embarazo conto por que lo mantuvo oculto,clickbait,nacional,La Cuarta,,,2026-04-13T13:30:59.693000+00:00,https://www.lacuarta.com/espectaculos/noticia/tita-ureta-impacta-al-revelar-complejo-momento-que-enfrento-en-medio-de-su-embarazo-conto-por-que-lo-mantuvo-oculto/,0.41,sensational_language:oculto;curiosity_gap:por que,False,train,manual-review-v1.0,sitemap_url_slug,2026-04-20T23:32:58.284475+00:00,,es,0.999996,kept,kept_original
922dcbcd0e9a23e9,revelan por que es necesario que la reforma pensional del gobierno petro aumente la edad de jubilacion para hombres y mujeres,revelan por que es necesario que la reforma pensional del gobierno petro aumente la edad de jubilacion para hombres y mujeres,clickbait,internacional,Infobae,,,2026-04-20T23:02:54.226000+00:00,https://www.infobae.com/colombia/2026/04/20/revelan-por-que-es-necesario-que-la-reforma-pensional-del-gobierno-petro-aumente-la-edad-de-jubilacion-para-hombres-y-mujeres/,0.41,sensational_language:revelan;curiosity_gap:por que,False,train,manual-review-v1.0,sitemap_url_slug,2026-04-20T23:37:12.625185+00:00,,es,0.999994,kept,kept_original
e09356aa5a10cb6a,chv le arrebato el cetro al favorito asi quedo el rating matinal de este 6 de abril,chv le arrebato el cetro al favorito asi quedo el rating matinal de este 6 de abril,clickbait,nacional,La Cuarta,,,2026-04-06T18:38:19.298000+00:00,https://www.lacuarta.com/espectaculos/noticia/chv-le-arrebato-el-cetro-al-favorito-asi-quedo-el-rating-matinal-de-este-6-de-abril/,0.38,curiosity_gap:asi quedo;clickbait_framing:asi quedo,False,train,manual-review-v1.0,sitemap_url_slug,2026-04-20T23:32:58.314647+00:00,,it,0.571427,kept,kept_original
b0d1d25ac6ebf438,video celebra la uc asi fue el golazo que justo giani le clavo a cruzeiro en brasil,video celebra la uc asi fue el golazo que justo giani le clavo a cruzeiro en brasil,clickbait,nacional,En Cancha,,,2026-04-15T22:41:50.948000+00:00,https://www.encancha.cl/videos/2026/04/15/video-celebra-la-uc-asi-fue-el-golazo-que-justo-giani-le-clavo-a-cruzeiro-en-brasil/,0.38,curiosity_gap:asi fue;clickbait_framing:asi fue,False,train,manual-review-v1.0,sitemap_url_slug,2026-04-20T23:35:09.991545+00:00,,es,0.714283,kept,kept_original
b93e9dcdee21a338,ni en iloca ni en pelluhue el paraiso oculto en la region del maule que es gratuito y tiene vista al oceano,ni en iloca ni en pelluhue el paraiso oculto en la region del maule que es gratuito y tiene vista al oceano,clickbait,nacional,En Cancha,,,2026-04-13T18:02:34.170000+00:00,https://www.encancha.cl/enlahora/panoramas/2026/04/13/ni-en-iloca-ni-en-pelluhue-el-paraiso-oculto-en-la-region-del-maule-que-es-gratuito-y-tiene-vista-al-oceano/,0.38,sensational_language:oculto;contrast_hook,False,train,manual-review-v1.0,sitemap_url_slug,2026-04-20T23:35:10.002670+00:00,,es,0.857139,kept,kept_original
f92b2245ab44961f,video asi fue el infartante gol de chile en los descuentos que sello el empate en el sudamericano sub 17,video asi fue el infartante gol de chile en los descuentos que sello el empate en el sudamericano sub 17,clickbait,nacional,En Cancha,,,2026-04-03T22:28:28.054000+00:00,https://www.encancha.cl/seleccion/la-rojita/2026/04/03/video-asi-fue-el-infartante-gol-de-chile-en-los-descuentos-que-sello-el-empate-en-el-sudamericano-sub-17/,0.38,curiosity_gap:asi fue;clickbait_framing:asi fue,False,train,manual-review-v1.0,sitemap_url_slug,2026-04-20T23:35:10.042228+00:00,,es,0.999995,kept,kept_original
c91094369c24f852,video maradoniano y dejo loco a gary medel asi fue el primer golazo de matias palavecino en la uc,video maradoniano y dejo loco a gary medel asi fue el primer golazo de matias palavecino en la uc,clickbait,nacional,En Cancha,,,2026-04-02T22:39:21.983000+00:00,https://www.encancha.cl/videos/2026/04/02/video-maradoniano-y-dejo-loco-a-gary-medel-asi-fue-el-primer-golazo-de-matias-palavecino-en-la-uc/,0.38,curiosity_gap:asi fue;clickbait_framing:asi fue,False,train,manual-review-v1.0,sitemap_url_slug,2026-04-20T23:35:10.046451+00:00,,es,0.999996,kept,kept_original
5189a443948609b8,ojo con lo que comes estos son los parasitos mas comunes que pueden estar en tus alimentos,ojo con lo que comes estos son los parasitos mas comunes que pueden estar en tus alimentos,clickbait,nacional,Pagina 7,,,2025-11-14T19:29:15+00:00,https://www.pagina7.cl/sociedad/ojo-con-lo-que-comes-estos-son-los-parasitos-mas-comunes-que-pueden-estar-en-tus-alimentos/,0.38,curiosity_gap:lo que;clickbait_framing:estos son,False,train,manual-review-v1.0,sitemap_url_slug,2026-04-20T23:33:16.699046+00:00,,es,0.999995,kept,kept_original
093c75c890066305,chile en caida libre asi quedo la tabla de posiciones tras la fecha 6 de la liga de naciones femenina,chile en caida libre asi quedo la tabla de posiciones tras la fecha 6 de la liga de naciones femenina,clickbait,nacional,En Cancha,,,2026-04-15T03:46:13.964000+00:00,https://www.encancha.cl/seleccion/la-roja-femenina/2026/04/14/chile-en-caida-libre-asi-quedo-la-tabla-de-posiciones-tras-la-fecha-6-de-la-liga-de-naciones-femenina/,0.38,curiosity_gap:asi quedo;clickbait_framing:asi quedo,False,test,manual-review-v1.0,sitemap_url_slug,2026-04-20T23:35:09.995802+00:00,,es,0.999995,kept,kept_original
351d2161969a9302,favorito se mantiene firme en el primer lugar asi quedo el rating matinal de este 13 de abril,favorito se mantiene firme en el primer lugar asi quedo el rating matinal de este 13 de abril,clickbait,nacional,La Cuarta,,,2026-04-13T19:26:06.966000+00:00,https://www.lacuarta.com/espectaculos/noticia/favorito-se-mantiene-firme-en-el-primer-lugar-asi-quedo-el-rating-matinal-de-este-13-de-abril/,0.38,curiosity_gap:asi quedo;clickbait_framing:asi quedo,False,test,manual-review-v1.0,sitemap_url_slug,2026-04-20T23:32:58.280307+00:00,,es,0.999996,kept,kept_original
37225ecf228bc691,"Tras el ataque en la grabación de ‘Sin senos sí hay paraíso′,así fue la manifestación del gremio audiovisual colombiano y amigos de las víctimas","Tras el ataque en la grabación de ‘Sin senos sí hay paraíso′,así fue la manifestación del gremio audiovisual colombiano y amigos de las víctimas",clickbait,internacional,Infobae,,,2026-04-20T18:57:04.764000+00:00,https://www.infobae.com/colombia/2026/04/20/tras-el-ataque-en-la-grabacion-de-sin-senos-si-hay-paraisoasi-fue-la-manifestacion-del-gremio-audiovisual-colombiano-y-amigos-de-las-victimas/,0.38,curiosity_gap:asi fue;clickbait_framing:asi fue,False,validation,manual-review-v1.0,news_sitemap,2026-04-20T23:37:12.664759+00:00,,es,0.999993,kept,kept_original
93f21aa8882f2411,eli de caso en picada contra daniela aranguiz tras revivir antiguo rumor lo que tu haces y dices es totalmente veneno,eli de caso en picada contra daniela aranguiz tras revivir antiguo rumor lo que tu haces y dices es totalmente veneno,clickbait,nacional,La Cuarta,,,2026-04-07T12:34:16.491000+00:00,https://www.lacuarta.com/espectaculos/noticia/eli-de-caso-en-picada-contra-daniela-aranguiz-tras-revivir-antiguo-rumor-lo-que-tu-haces-y-dices-es-totalmente-veneno/,0.38,curiosity_gap:lo que;direct_address:tu,False,validation,manual-review-v1.0,sitemap_url_slug,2026-04-20T23:32:58.311860+00:00,,es,0.999994,kept,kept_original
6ef88a38be414bb4,Loop. Así fue el encuentro de Milei con Netanyahu,Loop. Así fue el encuentro de Milei con Netanyahu,clickbait,internacional,Clarin,,,2026-04-19T15:24:43+00:00,https://www.clarin.com/videoloop/loop-encuentro-milei-netanyahu_3_neQyA6JLO7.html,0.38,curiosity_gap:asi fue;clickbait_framing:asi fue,False,train,manual-review-v1.0,news_sitemap,2026-04-20T23:37:29.595129+00:00,,es,0.999995,kept,kept_original
391313cd2d5961a7,masivo adios no se vio en pantalla asi fue el ultimo momento de julio cesar rodriguez en los pasillos de chilevision,masivo adios no se vio en pantalla asi fue el ultimo momento de julio cesar rodriguez en los pasillos de chilevision,clickbait,nacional,La Cuarta,,,2026-03-31T21:56:01.098000+00:00,https://www.lacuarta.com/espectaculos/noticia/masivo-adios-no-se-vio-en-pantalla-asi-fue-el-ultimo-momento-de-julio-cesar-rodriguez-en-los-pasillos-de-chilevision/,0.38,curiosity_gap:asi fue;clickbait_framing:asi fue,False,test,manual-review-v1.0,sitemap_url_slug,2026-04-20T23:32:58.334378+00:00,,es,0.999996,kept,kept_original
fc6e76b456ef43bd,pura ilusion pirata asi quedo la tabla del grupo de coquimbo en copa libertadores tras triunfazo en peru,pura ilusion pirata asi quedo la tabla del grupo de coquimbo en copa libertadores tras triunfazo en peru,clickbait,nacional,En Cancha,,,2026-04-15T04:01:36.916000+00:00,https://www.encancha.cl/internacional/2026/04/15/pura-ilusion-pirata-asi-quedo-la-tabla-del-grupo-de-coquimbo-en-copa-libertadores-tras-triunfazo-en-peru/,0.38,curiosity_gap:asi quedo;clickbait_framing:asi quedo,False,train,manual-review-v1.0,sitemap_url_slug,2026-04-20T23:35:09.995724+00:00,,es,0.999995,kept,kept_original
f2e5d5a64b034265,anfp hace oficial la resta de puntos a union la calera asi quedo la tabla la liga de primera,anfp hace oficial la resta de puntos a union la calera asi quedo la tabla la liga de primera,clickbait,nacional,En Cancha,,,2026-04-08T19:45:37.088000+00:00,https://www.encancha.cl/futbol-chileno/primera/2026/04/08/anfp-hace-oficial-la-resta-de-puntos-a-union-la-calera-asi-quedo-la-tabla-la-liga-de-primera/,0.38,curiosity_gap:asi quedo;clickbait_framing:asi quedo,False,train,manual-review-v1.0,sitemap_url_slug,2026-04-20T23:35:10.022476+00:00,,es,0.999996,kept,kept_original
10384f9ef2a8a7ae,video asi fue el primer gol de neymar en copa sudamericana,video asi fue el primer gol de neymar en copa sudamericana,clickbait,nacional,En Cancha,,,2026-04-15T02:02:41.285000+00:00,https://www.encancha.cl/videos/2026/04/14/video-asi-fue-el-primer-gol-de-neymar-en-copa-sudamericana/,0.38,curiosity_gap:asi fue;clickbait_framing:asi fue,False,train,manual-review-v1.0,sitemap_url_slug,2026-04-20T23:35:09.996138+00:00,,es,0.999994,kept,kept_original
02f24d3b362dbe4d,con el favorito retomando el trono asi quedo el rating matinal de este 7 de abril,con el favorito retomando el trono asi quedo el rating matinal de este 7 de abril,clickbait,nacional,La Cuarta,,,2026-04-07T18:40:56.586000+00:00,https://www.lacuarta.com/espectaculos/noticia/con-el-favorito-retomando-el-trono-asi-quedo-el-rating-matinal-de-este-7-de-abril/,0.38,curiosity_gap:asi quedo;clickbait_framing:asi quedo,False,train,manual-review-v1.0,sitemap_url_slug,2026-04-20T23:32:58.307943+00:00,,es,0.999997,kept,kept_original
2177fcd564ff0973,VIDEO | Así fue el modus operandi de la banda que robó $250 millones desde casa en Peñalolén,VIDEO | Así fue el modus operandi de la banda que robó $250 millones desde casa en Peñalolén,clickbait,nacional,Pagina 7,,,2026-04-20T16:12:12+00:00,https://www.pagina7.cl/actualidad/video-asi-fue-el-modus-operandi-de-la-banda-que-robo-250-millones-desde-casa-en-penalolen/,0.38,curiosity_gap:asi fue;clickbait_framing:asi fue,False,train,manual-review-v1.0,news_sitemap,2026-04-20T23:33:16.638667+00:00,,es,0.999996,kept,kept_original
cb329aeb636d4a1a,10 millones en facturas y una denuncia penal el escandalo que acorrala al mono navarro montoya,10 millones en facturas y una denuncia penal el escandalo que acorrala al mono navarro montoya,informativo,nacional,En Cancha,,,2026-04-06T17:29:07.018000+00:00,https://www.encancha.cl/todo-cancha/2026/04/06/10-millones-en-facturas-y-una-denuncia-penal-el-escandalo-que-acorrala-al-mono-navarro-montoya/,0.38,sensational_language:escandalo;numbered_list_format,False,train,manual-review-v1.0,sitemap_url_slug,2026-04-20T23:35:10.032079+00:00,,es,0.999998,kept,kept_original
d587adaedf75dadd,video asi quedo la inspectoria quemada tras ataque incendiario en liceo lastarria,video asi quedo la inspectoria quemada tras ataque incendiario en liceo lastarria,clickbait,nacional,BioBioChile,,,2026-03-31T14:47:49-03:00,https://www.biobiochile.cl/noticias/nacional/region-metropolitana/2026/03/31/video-asi-quedo-la-inspectoria-quemada-tras-ataque-incendiario-en-liceo-lastarria.shtml,0.38,curiosity_gap:asi quedo;clickbait_framing:asi quedo,False,train,manual-review-v1.0,sitemap_url_slug,2026-04-20T23:28:49.361087+00:00,,es,0.857139,kept,kept_original
52868beef4860d28,tres estudiantes de gendarmeria se desmayaron en pleno discurso de kast asi reacciono el presidente en complejo momento,tres estudiantes de gendarmeria se desmayaron en pleno discurso de kast asi reacciono el presidente en complejo momento,clickbait,nacional,La Cuarta,,,2026-04-09T19:18:08.528000+00:00,https://www.lacuarta.com/chile/noticia/tres-estudiantes-de-gendarmeria-se-desmayaron-en-pleno-discurso-de-kast-asi-reacciono-el-presidente-en-complejo-momento/,0.38,curiosity_gap:asi reacciono;clickbait_framing:asi reacciono,False,train,manual-review-v1.0,sitemap_url_slug,2026-04-20T23:32:58.295926+00:00,,es,0.999996,kept,kept_original
6db7adb9d1a0e5ba,matias claro asume la presidencia de cruzados asi quedo conformado el nuevo directorio de la uc,matias claro asume la presidencia de cruzados asi quedo conformado el nuevo directorio de la uc,clickbait,nacional,En Cancha,,,2026-04-20T19:48:05.779000+00:00,https://www.encancha.cl/futbol-chileno/u-catolica/2026/04/20/matias-claro-asume-la-presidencia-de-cruzados-asi-quedo-conformado-el-nuevo-directorio-de-la-uc/,0.38,curiosity_gap:asi quedo;clickbait_framing:asi quedo,False,train,manual-review-v1.0,sitemap_url_slug,2026-04-20T23:35:09.969686+00:00,,es,0.999995,kept,kept_original
fbd8e721d88f75c0,ni en vina del mar ni en valparaiso el paraiso natural oculto de la v region que es gratuito e ideal para descansar,ni en vina del mar ni en valparaiso el paraiso natural oculto de la v region que es gratuito e ideal para descansar,clickbait,nacional,En Cancha,,,2026-04-08T22:16:02.136000+00:00,https://www.encancha.cl/enlahora/panoramas/2026/04/08/ni-en-vina-del-mar-ni-en-valparaiso-el-paraiso-natural-oculto-de-la-v-region-que-es-gratuito-e-ideal-para-descansar/,0.38,sensational_language:oculto;contrast_hook,False,train,manual-review-v1.0,sitemap_url_slug,2026-04-20T23:35:10.021204+00:00,,es,0.999995,kept,kept_original
ebc43f5c6402c85d,atentos coleccionistas chilenos todo lo que tienes que saber sobre el nuevo album del mundial 2026,atentos coleccionistas chilenos todo lo que tienes que saber sobre el nuevo album del mundial 2026,clickbait,nacional,En Cancha,,,2026-04-01T20:27:56.466000+00:00,https://www.encancha.cl/todo-cancha/2026/04/01/atentos-coleccionistas-chilenos-todo-lo-que-tienes-que-saber-sobre-el-nuevo-album-del-mundial-2026/,0.38,curiosity_gap:lo que;direct_address:tienes que,False,train,manual-review-v1.0,sitemap_url_slug,2026-04-20T23:35:10.050869+00:00,,es,0.999995,kept,kept_original
c3aae6276ea1c0b6,movimientos en colo colo la verdad sobre la sorpresiva reunion de javier correa con blanco y negro,movimientos en colo colo la verdad sobre la sorpresiva reunion de javier correa con blanco y negro,clickbait,nacional,En Cancha,,,2026-04-14T22:02:18.229000+00:00,https://www.encancha.cl/futbol-chileno/colo-colo/2026/04/14/movimientos-en-colo-colo-la-verdad-sobre-la-sorpresiva-reunion-de-javier-correa-con-blanco-y-negro/,0.38,curiosity_gap:la verdad sobre;clickbait_framing:la verdad sobre,False,train,manual-review-v1.0,sitemap_url_slug,2026-04-20T23:35:09.997493+00:00,,es,0.999994,kept,kept_original
858edec0f40eaa04,favorito se mantuvo en el primer lugar asi quedo el rating matinal de este 15 de abril,favorito se mantuvo en el primer lugar asi quedo el rating matinal de este 15 de abril,clickbait,nacional,La Cuarta,,,2026-04-15T19:01:40.908000+00:00,https://www.lacuarta.com/espectaculos/noticia/favorito-se-mantuvo-en-el-primer-lugar-asi-quedo-el-rating-matinal-de-este-15-de-abril/,0.38,curiosity_gap:asi quedo;clickbait_framing:asi quedo,False,train,manual-review-v1.0,sitemap_url_slug,2026-04-20T23:32:58.268180+00:00,,es,0.999995,kept,kept_original
d352744472bb2b2c,festival de la lana 2026 en providencia todo lo que tienes que saber de la fiesta textil gratuita este 24 25 y 26 de abril,festival de la lana 2026 en providencia todo lo que tienes que saber de la fiesta textil gratuita este 24 25 y 26 de abril,clickbait,nacional,CNN Chile,,,2026-04-20T17:15:27-03:00,https://www.cnnchile.com/cultura/festival-de-la-lana-2026-en-providencia-todo-lo-que-tienes-que-saber-de-la-fiesta-textil-gratuita-este-24-25-y-26-de-abril_20260420/,0.38,curiosity_gap:lo que;direct_address:tienes que,False,train,manual-review-v1.0,sitemap_url_slug,2026-04-20T23:28:55.049498+00:00,,es,0.999995,kept,kept_original
d8da124e8904b6f5,se pierde el clasico universitario gago revela conto la verdad sobre el estado de charles aranguiz en la u,se pierde el clasico universitario gago revela conto la verdad sobre el estado de charles aranguiz en la u,clickbait,nacional,En Cancha,,,2026-04-17T17:19:28.472000+00:00,https://www.encancha.cl/futbol-chileno/u-de-chile/2026/04/17/se-pierde-el-clasico-universitario-gago-revela-conto-la-verdad-sobre-el-estado-de-charles-aranguiz-en-la-u/,0.38,curiosity_gap:la verdad sobre;clickbait_framing:la verdad sobre,False,train,manual-review-v1.0,sitemap_url_slug,2026-04-20T23:35:09.983636+00:00,,es,0.999996,kept,kept_original
0b4f55d9056478bc,la uc se mete en la pelea asi quedo la tabla de posiciones del grupo d de la libertadores,la uc se mete en la pelea asi quedo la tabla de posiciones del grupo d de la libertadores,clickbait,nacional,En Cancha,,,2026-04-16T01:03:42.319000+00:00,https://www.encancha.cl/futbol-chileno/u-catolica/2026/04/15/la-uc-se-mete-en-la-pelea-asi-quedo-la-tabla-de-posiciones-del-grupo-d-de-la-libertadores/,0.38,curiosity_gap:asi quedo;clickbait_framing:asi quedo,False,train,manual-review-v1.0,sitemap_url_slug,2026-04-20T23:35:09.990758+00:00,,es,0.999996,kept,kept_original
ccfbfb1a2a804ec7,odio lo que tu representas paula pavic cargo contra princeso en reality,odio lo que tu representas paula pavic cargo contra princeso en reality,clickbait,nacional,La Cuarta,,,2026-04-01T11:23:25.535000+00:00,https://www.lacuarta.com/espectaculos/noticia/odio-lo-que-tu-representas-paula-pavic-cargo-contra-princeso-en-reality/,0.38,curiosity_gap:lo que;direct_address:tu,False,test,manual-review-v1.0,sitemap_url_slug,2026-04-20T23:32:58.333435+00:00,,es,0.999995,kept,kept_original
798ba9e3c929b2b7,"Seis de las 16 asesinadas este año contaban con una orden de alejamiento, ¿por qué suben los feminicidios con denuncia previa?","Seis de las 16 asesinadas este año contaban con una orden de alejamiento, ¿por qué suben los feminicidios con denuncia previa?",clickbait,internacional,El Pais,Isabel Valdés,Violencia género,2026-04-18T03:30:01+00:00,https://elpais.com/sociedad/2026-04-18/seis-de-las-16-asesinadas-este-ano-contaban-con-una-orden-de-alejamiento-por-que-suben-los-feminicidios-con-denuncia-previa.html,0.37,curiosity_gap:por que;question_headline,False,test,manual-review-v1.0,rss,2026-04-20T23:35:21.127044+00:00,https://feeds.elpais.com/mrss-s/pages/ep/site/elpais.com/portada,es,0.999997,kept,kept_original
