id,headline,headline_original,label,source_type,source,author,section,published_at,url,clickbait_score,clickbait_reasons,needs_review,split,labeling_method,collection_method,scraped_at,feed_url,headline_language_detected,headline_language_probability,headline_translation_reason,headline_translation_method
665b7f37bff29b1d,minera australiana y una canadiense acuerdan explorar litio en argentina en al menos cinco salares,minera australiana y una canadiense acuerdan explorar litio en argentina en al menos cinco salares,informativo,nacional,BioBioChile,,,2026-03-30T12:57:58-03:00,https://www.biobiochile.cl/noticias/economia/negocios-y-empresas/2026/03/30/minera-australiana-y-una-canadiense-acuerdan-explorar-litio-en-argentina-en-al-menos-cinco-salares.shtml,0.0,,False,test,weak-rules-v1.2,sitemap_url_slug,2026-04-20T23:28:49.381199+00:00,,es,0.999997,kept,kept_original
fa103963de8e07f4,la relacion de shakira con su suegra,la relacion de shakira con su suegra,informativo,nacional,FMDOS,,,2015-04-27T19:03:20+00:00,https://www.fmdos.cl/noticias/la-relacion-de-shakira-con-su-suegra/,0.0,,False,validation,weak-rules-v1.2,sitemap_url_slug,2026-04-20T23:34:10.239895+00:00,,es,0.999993,kept,kept_original
47de99660b5ee1ea,Tres hombres arrestados tras un robo cerca de Cheltenham,Three men arrested after burglary near Cheltenham,informativo,internacional,BBC Mundo,,,2026-04-19T11:39:34+00:00,https://www.bbc.com/news/articles/cr71kn7n2ezo,0.0,,False,test,weak-rules-v1.2,news_sitemap,2026-04-20T23:35:19.036915+00:00,,en,0.999997,detected_non_es,GoogleTranslator(auto->es)
8d50ef212d12efc7,la u da un paso hacia el futuro y firma a tres promesas para fernando gago,la u da un paso hacia el futuro y firma a tres promesas para fernando gago,informativo,nacional,En Cancha,,,2026-04-17T01:32:00.272000+00:00,https://www.encancha.cl/futbol-chileno/u-de-chile/2026/04/16/la-u-da-un-paso-hacia-el-futuro-y-firma-a-tres-promesas-para-fernando-gago/,0.0,,False,train,weak-rules-v1.2,sitemap_url_slug,2026-04-20T23:35:09.985876+00:00,,es,0.999996,kept,kept_original
aed2767bf1995866,salario minimo vital y movil smvm,salario minimo vital y movil smvm,informativo,internacional,Clarin,,,2026-04-01T12:29:59+00:00,https://www.clarin.com/tema/salario-minimo-vital-y-movil-smvm.html,0.0,,False,train,weak-rules-v1.2,sitemap_url_slug,2026-04-20T23:37:29.659841+00:00,,lt,0.714285,kept,kept_original
0a7b3767be75a291,partido de futbol entre elefantes,partido de futbol entre elefantes,informativo,nacional,CNN Chile,,,2011-12-28T11:47:00+00:00,https://www.cnnchile.com/tecnologias/partido-de-futbol-entre-elefantes_20111228/,0.0,,False,validation,weak-rules-v1.2,sitemap_url_slug,2026-04-20T23:28:55.118526+00:00,,es,0.999996,kept,kept_original
1c23b6f8e4134a52,en colchagua se ilusionan con el gran batacazo en el futbol chileno tenemos hambre de gloria,en colchagua se ilusionan con el gran batacazo en el futbol chileno tenemos hambre de gloria,informativo,nacional,En Cancha,,,2026-04-11T11:30:01.406000+00:00,https://www.encancha.cl/futbol-chileno/2026/04/11/en-colchagua-se-ilusionan-con-el-gran-batacazo-en-el-futbol-chileno-tenemos-hambre-de-gloria/,0.0,,False,train,weak-rules-v1.2,sitemap_url_slug,2026-04-20T23:35:10.012164+00:00,,es,0.999996,kept,kept_original
535a33a25c2ec8f5,Penélope Cruz: “Yo nunca permitiría a nadie que me quitara la voz a la hora de denunciar el machaque a los civiles y a los niños”,Penélope Cruz: “Yo nunca permitiría a nadie que me quitara la voz a la hora de denunciar el machaque a los civiles y a los niños”,informativo,internacional,El Pais,Paloma Rando,Actrices,2026-04-18T03:30:01+00:00,https://elpais.com/smoda/famosos/2026-04-18/penelope-cruz-en-pleno-rodaje-me-estaba-poniendo-la-peluca-y-un-medico-al-telefono-me-dijo-parece-que-tienes-un-aneurisma.html,0.0,,False,train,weak-rules-v1.2,rss,2026-04-20T23:35:21.122139+00:00,https://feeds.elpais.com/mrss-s/pages/ep/site/elpais.com/portada,es,0.999995,kept,kept_original
0b59341f03ee7de2,"Elisabeth Reynés, de 22 años, elegida nueva representante de España en el próximo concurso de Miss Mundo 2026","Elisabeth Reynés, de 22 años, elegida nueva representante de España en el próximo concurso de Miss Mundo 2026",informativo,internacional,Mundo Deportivo,,,2026-04-19T12:51:10+00:00,https://www.mundodeportivo.com/actualidad/20260419/1004172417/elisabeth-reynes-22-anos-elegida-nueva-representante-espana-proximo-concurso-miss-mundo-2026-galeria-dct.html,0.0,,False,train,weak-rules-v1.2,news_sitemap,2026-04-20T23:38:30.077356+00:00,,es,0.999997,kept,kept_original
e55bf1e648901ca0,fernando gago define el retorno de juan martin lucero y entrega novedades sobre charles aranguiz en la u,fernando gago define el retorno de juan martin lucero y entrega novedades sobre charles aranguiz en la u,informativo,nacional,En Cancha,,,2026-04-10T21:34:07.340000+00:00,https://www.encancha.cl/futbol-chileno/u-de-chile/2026/04/10/fernando-gago-define-el-retorno-de-juan-martin-lucero-y-entrega-novedades-sobre-charles-aranguiz-en-la-u/,0.0,,False,validation,weak-rules-v1.2,sitemap_url_slug,2026-04-20T23:35:10.013395+00:00,,es,0.999996,kept,kept_original
50531d45dac7c43b,beyonce es pillada nuevamente de haciendo playback,beyonce es pillada nuevamente de haciendo playback,informativo,nacional,Pagina 7,,,2025-11-14T19:27:16+00:00,https://www.pagina7.cl/entretencion/beyonce-es-pillada-nuevamente-de-haciendo-playback/,0.0,,False,train,weak-rules-v1.2,sitemap_url_slug,2026-04-20T23:33:16.678769+00:00,,es,0.999996,kept,kept_original
8378bbd337e6c60e,¿Cuánto dinero se gasta un piloto para llegar a la F1? Un pastizal a fondo perdido y sin garantía: ¡Millones de euros!,¿Cuánto dinero se gasta un piloto para llegar a la F1? Un pastizal a fondo perdido y sin garantía: ¡Millones de euros!,informativo,internacional,Mundo Deportivo,,,2026-04-19T16:46:34+00:00,https://www.mundodeportivo.com/motor/f1/20260419/1004172505/dinero-gasta-piloto-llegar-formula-1-pastizal-fondo-perdido-garantia.html,0.24,question_headline;question_opener;exclamation,False,train,weak-rules-v1.2,news_sitemap,2026-04-20T23:38:30.072099+00:00,,es,0.999997,kept,kept_original
5e104f639feac984,justicia descarta sobreseimiento a johnny herrera por manejar sin licencia de conducir,justicia descarta sobreseimiento a johnny herrera por manejar sin licencia de conducir,informativo,nacional,Pagina 7,,,2025-11-14T19:25:08+00:00,https://www.pagina7.cl/actualidad/deporte/justicia-descarta-sobreseimiento-a-johnny-herrera-por-manejar-sin-licencia-de-conducir/,0.0,,False,train,weak-rules-v1.2,sitemap_url_slug,2026-04-20T23:33:16.659686+00:00,,es,0.999994,kept,kept_original
3bb9152ef626d4fc,revancha cuartos champions 2025 2026 orix,revancha cuartos champions 2025 2026 orix,informativo,internacional,CNN Espanol,,,2026-04-13T23:49:14.878000+00:00,https://cnnespanol.cnn.com/2026/04/13/deportes/revancha-cuartos-champions-2025-2026-orix,0.0,,False,train,weak-rules-v1.2,sitemap_url_slug,2026-04-20T23:36:22.176897+00:00,,pt,0.999994,detected_non_es,GoogleTranslator(auto->es)
647dd5c9e126a8c4,alejandro tabilo se despidio de montecarlo tras dejar pasar una gran oportunidad,alejandro tabilo se despidio de montecarlo tras dejar pasar una gran oportunidad,informativo,nacional,En Cancha,,,2026-04-08T15:47:53.304000+00:00,https://www.encancha.cl/polideportivo/tenis/2026/04/08/alejandro-tabilo-se-despidio-de-montecarlo-tras-dejar-pasar-una-gran-oportunidad/,0.0,,False,train,weak-rules-v1.2,sitemap_url_slug,2026-04-20T23:35:10.023165+00:00,,es,0.999996,kept,kept_original
0fced1ecfe1d6521,lo que encontraron en su celular impacto a fiscal y juez carcel para bolivianos que tapaban zanja con retroexcavadora,lo que encontraron en su celular impacto a fiscal y juez carcel para bolivianos que tapaban zanja con retroexcavadora,clickbait,nacional,La Cuarta,,,2026-04-17T19:48:01.423000+00:00,https://www.lacuarta.com/chile/noticia/lo-que-encontraron-en-su-celular-impacto-a-fiscal-y-juez-carcel-para-bolivianos-que-tapaban-zanja-con-retroexcavadora/,0.36,curiosity_gap:lo que;curiosity_gap_opener,False,train,manual-review-v1.0,sitemap_url_slug,2026-04-20T23:32:58.257367+00:00,,es,0.999997,kept,kept_original
5b896420e4add262,el pasaje secreto de los emperadores y otros tesoros el coliseo de roma se reinventa para el publico,el pasaje secreto de los emperadores y otros tesoros el coliseo de roma se reinventa para el publico,informativo,internacional,Infobae,,,2026-04-19T16:37:11.702000+00:00,https://www.infobae.com/cultura/2026/04/19/el-pasaje-secreto-de-los-emperadores-y-otros-tesoros-el-coliseo-de-roma-se-reinventa-para-el-publico/,0.25,sensational_language:secreto;vague_subject,False,train,weak-rules-v1.2,sitemap_url_slug,2026-04-20T23:37:12.634316+00:00,,es,0.999996,kept,kept_original
3ad0d906bdd53721,Arsenal 0-0 Sporting Portugal,Arsenal 0-0 Sporting de Portugal,informativo,internacional,Marca,Juan Castro,Champions League,2026-04-15T23:09:56+02:00,https://www.marca.com/futbol/champions-league/2026/04/15/arsenal-0-0-sporting-portugal-resumen-champions-leagu-video.html,0.0,,False,validation,weak-rules-v1.2,rss,2026-04-20T23:37:33.225379+00:00,https://e00-marca.uecdn.es/rss/portada.xml,pt,0.857137,detected_non_es,GoogleTranslator(auto->es)
12f71a14e6ab9877,si planea un viaje en automovil programar bajar en el camino,si planea un viaje en automovil programar bajar en el camino,informativo,nacional,CNN Chile,,,2011-11-19T17:40:00+00:00,https://www.cnnchile.com/pais/si-planea-un-viaje-en-automovil-programar-bajar-en-el-camino_20111119/,0.0,,False,test,weak-rules-v1.2,sitemap_url_slug,2026-04-20T23:28:55.090086+00:00,,es,0.999997,kept,kept_original
2adedd1969f3b851,hay un muy bajo nivel de tolerancia a visiones distintas,hay un muy bajo nivel de tolerancia a visiones distintas,informativo,nacional,CNN Chile,,,2011-11-21T23:42:00+00:00,https://www.cnnchile.com/pais/hay-un-muy-bajo-nivel-de-tolerancia-a-visiones-distintas_20111121/,0.0,,False,test,weak-rules-v1.2,sitemap_url_slug,2026-04-20T23:28:55.085965+00:00,,es,0.999996,kept,kept_original
6649895e4f8178c1,marca un avance sustantivo en la relacion chile y eeuu firman acuerdo en seguridad y memorandum sobre tierras raras,marca un avance sustantivo en la relacion chile y eeuu firman acuerdo en seguridad y memorandum sobre tierras raras,informativo,nacional,La Tercera,,,2026-04-20T20:14:04.391000+00:00,https://www.latercera.com/nacional/noticia/marca-un-avance-sustantivo-en-la-relacion-chile-y-eeuu-firman-acuerdo-en-seguridad-y-memorandum-sobre-tierras-raras/,0.0,,False,train,weak-rules-v1.2,sitemap_url_slug,2026-04-20T23:29:50.271022+00:00,,es,0.999995,kept,kept_original
80729708394b6535,Carlos Baute se disculpa por los insultos racistas a Delcy Rodríguez durante el acto de María Corina Machado en Madrid,Carlos Baute se disculpa por los insultos racistas a Delcy Rodríguez durante el acto de María Corina Machado en Madrid,informativo,internacional,El Pais,EL PAÍS,Carlos Baute,2026-04-20T16:13:13+00:00,https://elpais.com/gente/2026-04-20/carlos-baute-se-disculpa-por-los-insultos-racistas-a-delcy-rodriguez-durante-el-acto-de-maria-corina-machado-en-madrid.html,0.0,,False,train,weak-rules-v1.2,rss,2026-04-20T23:35:21.111456+00:00,https://feeds.elpais.com/mrss-s/pages/ep/site/elpais.com/portada,es,0.999995,kept,kept_original
c1c15541451ab36f,Estados Unidos mantiene niveles récord de nacimientos de hijos de inmigrantes indocumentados pese a nuevas restricciones,Estados Unidos mantiene niveles récord de nacimientos de hijos de inmigrantes indocumentados pese a nuevas restricciones,informativo,internacional,Infobae,,,2026-04-19T00:20:00.332000+00:00,https://www.infobae.com/estados-unidos/2026/04/19/estados-unidos-mantiene-niveles-record-de-nacimientos-de-hijos-de-inmigrantes-indocumentados-pese-a-nuevas-restricciones/,0.0,,False,validation,weak-rules-v1.2,news_sitemap,2026-04-20T23:37:12.647252+00:00,,es,0.999993,kept,kept_original
e3f6c4b18dafd920,"Una ballena jorobada lleva 19 días encallada, la iban a dejar morir y dos millonarios hacen un último intento para salvarla","Una ballena jorobada lleva 19 días encallada, la iban a dejar morir y dos millonarios hacen un último intento para salvarla",informativo,internacional,Clarin,,,2026-04-18T20:05:41+00:00,https://www.clarin.com/internacional/ballena-jorobada-lleva-19-dias-encallada-iban-dejar-morir-ahora-lanzan-ultimo-intento-reloj-salvarla_0_1szrmmKf8h.html,0.0,,False,train,weak-rules-v1.2,news_sitemap,2026-04-20T23:37:29.642221+00:00,,es,0.999996,kept,kept_original
4bd1b8b056f25246,subsidio de discapacidad quienes pueden acceder a este beneficio y cuanto entrega,subsidio de discapacidad quienes pueden acceder a este beneficio y cuanto entrega,informativo,nacional,El Mostrador,,,2026-04-20T15:24:30-03:00,https://www.elmostrador.cl/datos-utiles/2026/04/20/subsidio-de-discapacidad-quienes-pueden-acceder-a-este-beneficio-y-cuanto-entrega/,0.0,,False,train,weak-rules-v1.2,sitemap_url_slug,2026-04-20T23:28:58.913511+00:00,,es,0.999997,kept,kept_original
74f424f2d5d5286e,"‘The Love That Remains’, un retrato surrealista y tragicómico de una familia fracturada","‘The Love That Remains’, un retrato surrealista y tragicómico de una familia fracturada",informativo,internacional,El Pais,Andrés Rodríguez,México,2026-04-20T16:03:18+00:00,https://elpais.com/mexico/2026-04-20/the-love-that-remains-un-retrato-surrealista-y-tragicomico-de-una-familia-fracturada.html,0.0,,False,train,weak-rules-v1.2,rss,2026-04-20T23:35:21.130627+00:00,https://feeds.elpais.com/mrss-s/pages/ep/site/elpais.com/portada,es,0.85714,kept,kept_original
04980d4d40aa0827,velan a inspectora asesinada tras ataque con arma blanca en colegio de calama familia pide justicia,velan a inspectora asesinada tras ataque con arma blanca en colegio de calama familia pide justicia,informativo,nacional,BioBioChile,,,2026-03-28T21:39:36-03:00,https://www.biobiochile.cl/noticias/nacional/region-de-antofagasta/2026/03/28/velan-a-inspectora-asesinada-tras-ataque-con-arma-blanca-en-colegio-de-calama-familia-pide-justicia.shtml,0.0,,False,train,weak-rules-v1.2,sitemap_url_slug,2026-04-20T23:28:49.394851+00:00,,es,0.999992,kept,kept_original
d09f9e144ed89958,incendio centro historico santiago bomberos terceras alarma 06 04 2026,incendio centro historico santiago bomberos terceras alarma 06 04 2026,informativo,nacional,Meganoticias,,,2026-04-06T02:57:00-04:00,https://www.meganoticias.cl/nacional/518796-incendio-centro-historico-santiago-bomberos-terceras-alarma-06-04-2026.html,0.0,,False,test,weak-rules-v1.2,sitemap_url_slug,2026-04-20T23:31:41.222251+00:00,,pt,0.65602,kept,kept_original
c6ce1ba57b1f808c,la cidh alerta que persiste la crisis de derechos humanos en nicaragua,la cidh alerta que persiste la crisis de derechos humanos en nicaragua,informativo,internacional,Infobae,,,2026-04-18T14:02:07.246000+00:00,https://www.infobae.com/nicaragua/2026/04/18/la-cidh-alerta-que-persiste-la-crisis-de-derechos-humanos-en-nicaragua/,0.15,sensational_language:alerta,False,train,weak-rules-v1.2,sitemap_url_slug,2026-04-20T23:37:12.682911+00:00,,es,0.999997,kept,kept_original
0ba2fc912b43815e,El impactante procedimiento estético que se realizó Luis Jara: este es su increíble antes y después,El impactante procedimiento estético que se realizó Luis Jara: este es su increíble antes y después,clickbait,nacional,FMDOS,Francisca Soto,Espectáculos,2026-04-20T21:27:57+00:00,https://www.fmdos.cl/espectaculos/el-impactante-procedimiento-estetico-que-se-realizo-luis-jara-este-es-su-increible-antes-y-despues/,0.42,"sensational_language:impactante,increible;clickbait_framing:este es;vague_subject",False,train,manual-review-v1.0,rss,2026-04-20T23:33:18.756906+00:00,https://www.fmdos.cl/feed/,es,0.999996,kept,kept_original
d2b4ca2fb0d49131,el betis no se hace problemas y confirma a pellegrini pase lo que pase,el betis no se hace problemas y confirma a pellegrini pase lo que pase,informativo,nacional,En Cancha,,,2026-04-14T19:33:05.158000+00:00,https://www.encancha.cl/chilenos-por-el-mundo/2026/04/14/el-betis-no-se-hace-problemas-y-confirma-a-pellegrini-pase-lo-que-pase/,0.36,curiosity_gap:lo que;vague_subject,False,train,manual-review-v1.0,sitemap_url_slug,2026-04-20T23:35:09.999042+00:00,,es,0.999995,kept,kept_original
4b68e092b4337335,el aire que puede frenar a nuevo leon,el aire que puede frenar a nuevo leon,informativo,internacional,Infobae,,,2026-03-09T19:29:42.388000+00:00,https://www.infobae.com/america/opinion/2026/03/09/el-aire-que-puede-frenar-a-nuevo-leon/,0.1,vague_subject,False,train,weak-rules-v1.2,sitemap_url_slug,2026-04-20T23:37:12.699845+00:00,,es,0.999996,kept,kept_original
fe2eadc2c7c42d0f,el fanatismo el antisemitismo y el antitrumpismo de una guerra,el fanatismo el antisemitismo y el antitrumpismo de una guerra,informativo,internacional,Infobae,,,2026-03-17T16:12:55.523000+00:00,https://www.infobae.com/america/opinion/2026/03/17/el-fanatismo-el-antisemitismo-y-el-antitrumpismo-de-una-guerra/,0.1,vague_subject,False,train,weak-rules-v1.2,sitemap_url_slug,2026-04-20T23:37:12.699245+00:00,,es,0.999996,kept,kept_original
300279958b4f2364,murio luis brandoni a los 86 anos,murio luis brandoni a los 86 anos,informativo,internacional,Infobae,,,2026-04-20T11:48:04.220000+00:00,https://www.infobae.com/teleshow/2026/04/20/murio-luis-brandoni-a-los-86-anos/,0.0,,False,test,weak-rules-v1.2,sitemap_url_slug,2026-04-20T23:37:12.636946+00:00,,es,0.857041,kept,kept_original
2ad3be6dbf2032f7,Streamer Cristorata podría recibir pena de cárcel por insultos racistas durante transmisión en Kick,Streamer Cristorata podría recibir pena de cárcel por insultos racistas durante transmisión en Kick,informativo,internacional,Infobae,,,2026-04-20T14:34:45.550000+00:00,https://www.infobae.com/peru/2026/04/20/streamer-cristorata-podria-recibir-pena-de-carcel-por-insultos-racistas-durante-transmision-en-kick/,0.0,,False,validation,weak-rules-v1.2,news_sitemap,2026-04-20T23:37:12.677233+00:00,,es,0.999996,kept,kept_original
567bbc61ca249099,India convocó al embajador de Irán en protesta por los disparos contra sus petroleros en el estrecho de Ormuz,India convocó al embajador de Irán en protesta por los disparos contra sus petroleros en el estrecho de Ormuz,informativo,internacional,Infobae,,,2026-04-18T17:24:23+00:00,https://www.infobae.com/america/mundo/2026/04/18/india-convoco-al-embajador-de-iran-en-protesta-por-los-disparos-contra-sus-petroleros-en-el-estrecho-de-ormuz/,0.0,,False,train,weak-rules-v1.2,rss,2026-04-20T23:36:23.865279+00:00,https://www.infobae.com/arc/outboundfeeds/rss/category/america/mundo/,es,0.999995,kept,kept_original
3f619a78b0d2e7c8,JD Vance viaja a Islamabad junto a altos funcionarios de la Casa Blanca para una nueva y aún incierta ronda de negociaciones con Irán,JD Vance viaja a Islamabad junto a altos funcionarios de la Casa Blanca para una nueva y aún incierta ronda de negociaciones con Irán,informativo,internacional,Infobae,,,2026-04-20T08:32:08+00:00,https://www.infobae.com/america/mundo/2026/04/20/jd-vance-viaja-a-islamabad-junto-a-altos-funcionarios-de-la-casa-blanca-para-una-nueva-ronda-de-negociaciones-con-iran/,0.0,,False,validation,weak-rules-v1.2,rss,2026-04-20T23:36:23.855384+00:00,https://www.infobae.com/arc/outboundfeeds/rss/category/america/mundo/,es,0.999995,kept,kept_original
85141811db589a2e,Jon Uriarte repite mandato en el Athletic,Jon Uriarte repite mandato en el Athletic,informativo,internacional,Mundo Deportivo,,,2026-04-19T05:00:00+00:00,https://www.mundodeportivo.com/futbol/athletic-bilbao/20260419/1004172229/jon-uriarte-repite-mandato-athletic.html,0.0,,False,train,weak-rules-v1.2,news_sitemap,2026-04-20T23:38:30.084370+00:00,,es,0.999997,kept,kept_original
